country,indicator,date,year_week,value,source,url
Lithuania,Daily hospital occupancy,01-02-2021,2021-W05,1299,Country_Website,
Lithuania,Daily hospital occupancy,03-02-2021,2021-W05,1171,Country_Website,
Lithuania,Daily hospital occupancy,05-02-2021,2021-W05,1107,Country_Website,
Lithuania,Daily hospital occupancy,07-02-2021,2021-W05,1157,Country_Website,
Lithuania,Daily hospital occupancy,08-02-2021,2021-W06,1098,Country_Website,
Lithuania,Daily hospital occupancy,17-02-2021,2021-W07,902,Country_Website,
Lithuania,Daily hospital occupancy,18-02-2021,2021-W07,842,Country_Website,
Lithuania,Daily hospital occupancy,19-02-2021,2021-W07,824,Country_Website,
Lithuania,Daily hospital occupancy,20-02-2021,2021-W07,844,Country_Website,
Lithuania,Daily hospital occupancy,21-02-2021,2021-W07,897,Country_Website,
Lithuania,Daily hospital occupancy,22-02-2021,2021-W08,904,Country_Website,
Lithuania,Daily hospital occupancy,23-02-2021,2021-W08,893,Country_Website,
Lithuania,Daily hospital occupancy,24-02-2021,2021-W08,896,Country_Website,
Lithuania,Daily hospital occupancy,25-02-2021,2021-W08,866,Country_Website,
Lithuania,Daily hospital occupancy,26-02-2021,2021-W08,827,Country_Website,
Lithuania,Daily hospital occupancy,27-02-2021,2021-W08,872,Country_Website,
Lithuania,Daily hospital occupancy,28-02-2021,2021-W08,888,Country_Website,
Lithuania,Daily hospital occupancy,01-03-2021,2021-W09,858,Country_Website,
Lithuania,Daily hospital occupancy,02-03-2021,2021-W09,837,Country_Website,
Lithuania,Daily hospital occupancy,03-03-2021,2021-W09,827,Country_Website,
Lithuania,Daily hospital occupancy,04-03-2021,2021-W09,811,Country_Website,
Lithuania,Daily hospital occupancy,07-03-2021,2021-W09,823,Country_Website,
Lithuania,Daily hospital occupancy,08-03-2021,2021-W10,789,Country_Website,
Lithuania,Daily hospital occupancy,09-03-2021,2021-W10,762,Country_Website,
Lithuania,Daily hospital occupancy,10-03-2021,2021-W10,749,Country_Website,
Lithuania,Daily hospital occupancy,11-03-2021,2021-W10,767,Country_Website,
Lithuania,Daily hospital occupancy,12-03-2021,2021-W10,717,Country_Website,
Lithuania,Daily hospital occupancy,13-03-2021,2021-W10,748,Country_Website,
Lithuania,Daily hospital occupancy,14-03-2021,2021-W10,778,Country_Website,
Lithuania,Daily hospital occupancy,15-03-2021,2021-W11,763,Country_Website,
Lithuania,Daily hospital occupancy,16-03-2021,2021-W11,773,Country_Website,
Lithuania,Daily hospital occupancy,17-03-2021,2021-W11,762,Country_Website,
Lithuania,Daily hospital occupancy,18-03-2021,2021-W11,730,Country_Website,
Lithuania,Daily hospital occupancy,19-03-2021,2021-W11,705,Country_Website,
Lithuania,Daily hospital occupancy,20-03-2021,2021-W11,728,Country_Website,
Lithuania,Daily hospital occupancy,21-03-2021,2021-W11,762,Country_Website,
Lithuania,Daily hospital occupancy,22-03-2021,2021-W12,727,Country_Website,
Lithuania,Daily hospital occupancy,23-03-2021,2021-W12,704,Country_Website,
Lithuania,Daily hospital occupancy,24-03-2021,2021-W12,702,Country_Website,
Lithuania,Daily hospital occupancy,25-03-2021,2021-W12,728,Country_Website,
Lithuania,Daily hospital occupancy,26-03-2021,2021-W12,707,Country_Website,
Lithuania,Daily hospital occupancy,28-03-2021,2021-W12,763,Country_Website,
Lithuania,Daily hospital occupancy,29-03-2021,2021-W13,731,Country_Website,
Lithuania,Daily hospital occupancy,30-03-2021,2021-W13,730,Country_Website,
Lithuania,Daily hospital occupancy,31-03-2021,2021-W13,715,Country_Website,
Lithuania,Daily hospital occupancy,01-04-2021,2021-W13,726,Country_Website,
Lithuania,Daily hospital occupancy,02-04-2021,2021-W13,704,Country_Website,
Lithuania,Daily hospital occupancy,03-04-2021,2021-W13,756,Country_Website,
Lithuania,Daily hospital occupancy,04-04-2021,2021-W13,801,Country_Website,
Lithuania,Daily hospital occupancy,05-04-2021,2021-W14,854,Country_Website,
Lithuania,Daily hospital occupancy,06-04-2021,2021-W14,839,Country_Website,
Lithuania,Daily hospital occupancy,07-04-2021,2021-W14,850,Country_Website,
Lithuania,Daily hospital occupancy,08-04-2021,2021-W14,867,Country_Website,
Lithuania,Daily hospital occupancy,09-04-2021,2021-W14,848,Country_Website,
Lithuania,Daily hospital occupancy,10-04-2021,2021-W14,924,Country_Website,
Lithuania,Daily hospital occupancy,11-04-2021,2021-W14,981,Country_Website,
Lithuania,Daily hospital occupancy,12-04-2021,2021-W15,952,Country_Website,
Lithuania,Daily hospital occupancy,13-04-2021,2021-W15,941,Country_Website,
Lithuania,Daily hospital occupancy,14-04-2021,2021-W15,958,Country_Website,
Lithuania,Daily hospital occupancy,15-04-2021,2021-W15,978,Country_Website,
Lithuania,Daily hospital occupancy,16-04-2021,2021-W15,968,Country_Website,
Lithuania,Daily hospital occupancy,17-04-2021,2021-W15,985,Country_Website,
Lithuania,Daily hospital occupancy,18-04-2021,2021-W15,1048,Country_Website,
Lithuania,Daily hospital occupancy,19-04-2021,2021-W16,1024,Country_Website,
Lithuania,Daily hospital occupancy,20-04-2021,2021-W16,1027,Country_Website,
Lithuania,Daily hospital occupancy,21-04-2021,2021-W16,1065,Country_Website,
Lithuania,Daily hospital occupancy,22-04-2021,2021-W16,1082,Country_Website,
Lithuania,Daily hospital occupancy,23-04-2021,2021-W16,1071,Country_Website,
Lithuania,Daily hospital occupancy,24-04-2021,2021-W16,1112,Country_Website,
Lithuania,Daily hospital occupancy,25-04-2021,2021-W16,1164,Country_Website,
Lithuania,Daily hospital occupancy,26-04-2021,2021-W17,1150,Country_Website,
Lithuania,Daily hospital occupancy,27-04-2021,2021-W17,1133,Country_Website,
Lithuania,Daily hospital occupancy,28-04-2021,2021-W17,1096,Country_Website,
Lithuania,Daily hospital occupancy,29-04-2021,2021-W17,1105,Country_Website,
Lithuania,Daily hospital occupancy,30-04-2021,2021-W17,1048,Country_Website,
Lithuania,Daily hospital occupancy,01-05-2021,2021-W17,1085,Country_Website,
Lithuania,Daily hospital occupancy,02-05-2021,2021-W17,1138,Country_Website,
Lithuania,Daily hospital occupancy,03-05-2021,2021-W18,1109,Country_Website,
Lithuania,Daily hospital occupancy,04-05-2021,2021-W18,1132,Country_Website,
Lithuania,Daily hospital occupancy,05-05-2021,2021-W18,1144,Country_Website,
Lithuania,Daily hospital occupancy,06-05-2021,2021-W18,1123,Country_Website,
Lithuania,Daily hospital occupancy,07-05-2021,2021-W18,1081,Country_Website,
Lithuania,Daily hospital occupancy,08-05-2021,2021-W18,1128,Country_Website,
Lithuania,Daily hospital occupancy,20-05-2021,2021-W20,1032,Country_Website,
Lithuania,Daily hospital occupancy,21-05-2021,2021-W20,958,Country_Website,
Lithuania,Daily hospital occupancy,22-05-2021,2021-W20,967,Country_Website,
Lithuania,Daily hospital occupancy,23-05-2021,2021-W20,1010,Country_Website,
Lithuania,Daily hospital occupancy,24-05-2021,2021-W21,932,Country_Website,
Lithuania,Daily hospital occupancy,25-05-2021,2021-W21,878,Country_Website,
Lithuania,Daily hospital occupancy,26-05-2021,2021-W21,814,Country_Website,
Lithuania,Daily hospital occupancy,27-05-2021,2021-W21,774,Country_Website,
Lithuania,Daily hospital occupancy,28-05-2021,2021-W21,774,Country_Website,
Lithuania,Daily hospital occupancy,29-05-2021,2021-W21,680,Country_Website,
Lithuania,Daily hospital occupancy,30-05-2021,2021-W21,742,Country_Website,
Lithuania,Daily hospital occupancy,31-05-2021,2021-W22,648,Country_Website,
Lithuania,Daily hospital occupancy,01-06-2021,2021-W22,586,Country_Website,
Lithuania,Daily hospital occupancy,02-06-2021,2021-W22,572,Country_Website,
Lithuania,Daily hospital occupancy,03-06-2021,2021-W22,568,Country_Website,
Lithuania,Daily hospital occupancy,04-06-2021,2021-W22,568,Country_Website,
Lithuania,Daily hospital occupancy,05-06-2021,2021-W22,487,Country_Website,
Lithuania,Daily hospital occupancy,06-06-2021,2021-W22,528,Country_Website,
Lithuania,Daily hospital occupancy,07-06-2021,2021-W23,486,Country_Website,
Lithuania,Daily hospital occupancy,08-06-2021,2021-W23,477,Country_Website,
Lithuania,Daily hospital occupancy,09-06-2021,2021-W23,455,Country_Website,
Lithuania,Daily hospital occupancy,10-06-2021,2021-W23,455,Country_Website,
Lithuania,Daily hospital occupancy,11-06-2021,2021-W23,425,Country_Website,
Lithuania,Daily hospital occupancy,12-06-2021,2021-W23,393,Country_Website,
Lithuania,Daily hospital occupancy,13-06-2021,2021-W23,385,Country_Website,
Lithuania,Daily hospital occupancy,14-06-2021,2021-W24,349,Country_Website,
Lithuania,Daily hospital occupancy,15-06-2021,2021-W24,309,Country_Website,
Lithuania,Daily hospital occupancy,16-06-2021,2021-W24,269,Country_Website,
Lithuania,Daily hospital occupancy,17-06-2021,2021-W24,249,Country_Website,
Lithuania,Daily hospital occupancy,18-06-2021,2021-W24,249,Country_Website,
Lithuania,Daily hospital occupancy,19-06-2021,2021-W24,227,Country_Website,
Lithuania,Daily hospital occupancy,20-06-2021,2021-W24,230,Country_Website,
Lithuania,Daily hospital occupancy,21-06-2021,2021-W25,220,Country_Website,
Lithuania,Daily hospital occupancy,22-06-2021,2021-W25,175,Country_Website,
Lithuania,Daily hospital occupancy,23-06-2021,2021-W25,175,Country_Website,
Lithuania,Daily hospital occupancy,24-06-2021,2021-W25,150,Country_Website,
Lithuania,Daily hospital occupancy,25-06-2021,2021-W25,150,Country_Website,
Lithuania,Daily hospital occupancy,26-06-2021,2021-W25,137,Country_Website,
Lithuania,Daily hospital occupancy,27-06-2021,2021-W25,131,Country_Website,
Lithuania,Daily hospital occupancy,28-06-2021,2021-W26,124,Country_Website,
Lithuania,Daily hospital occupancy,29-06-2021,2021-W26,124,Country_Website,
Lithuania,Daily hospital occupancy,30-06-2021,2021-W26,102,Country_Website,
Lithuania,Daily hospital occupancy,01-07-2021,2021-W26,96,Country_Website,
Lithuania,Daily hospital occupancy,02-07-2021,2021-W26,80,Country_Website,
Lithuania,Daily hospital occupancy,03-07-2021,2021-W26,80,Country_Website,
Lithuania,Daily hospital occupancy,04-07-2021,2021-W26,80,Country_Website,
Lithuania,Daily hospital occupancy,05-07-2021,2021-W27,77,Country_Website,
Lithuania,Daily hospital occupancy,06-07-2021,2021-W27,64,Country_Website,
Lithuania,Daily hospital occupancy,07-07-2021,2021-W27,62,Country_Website,
Lithuania,Daily hospital occupancy,08-07-2021,2021-W27,57,Country_Website,
Lithuania,Daily hospital occupancy,09-07-2021,2021-W27,57,Country_Website,
Lithuania,Daily hospital occupancy,10-07-2021,2021-W27,58,Country_Website,
Lithuania,Daily hospital occupancy,11-07-2021,2021-W27,62,Country_Website,
Lithuania,Daily hospital occupancy,12-07-2021,2021-W28,52,Country_Website,
Lithuania,Daily hospital occupancy,14-07-2021,2021-W28,48,Country_Website,
Lithuania,Daily hospital occupancy,15-07-2021,2021-W28,46,Country_Website,
Lithuania,Daily hospital occupancy,16-07-2021,2021-W28,44,Country_Website,
Lithuania,Daily hospital occupancy,17-07-2021,2021-W28,44,Country_Website,
Lithuania,Daily hospital occupancy,18-07-2021,2021-W28,45,Country_Website,
Lithuania,Daily hospital occupancy,19-07-2021,2021-W29,58,Country_Website,
Lithuania,Daily hospital occupancy,20-07-2021,2021-W29,53,Country_Website,
Lithuania,Daily hospital occupancy,21-07-2021,2021-W29,54,Country_Website,
Lithuania,Daily hospital occupancy,22-07-2021,2021-W29,54,Country_Website,
Lithuania,Daily hospital occupancy,23-07-2021,2021-W29,74,Country_Website,
Lithuania,Daily hospital occupancy,24-07-2021,2021-W29,80,Country_Website,
Lithuania,Daily hospital occupancy,25-07-2021,2021-W29,87,Country_Website,
Lithuania,Daily hospital occupancy,26-07-2021,2021-W30,95,Country_Website,
Lithuania,Daily hospital occupancy,27-07-2021,2021-W30,105,Country_Website,
Lithuania,Daily hospital occupancy,28-07-2021,2021-W30,121,Country_Website,
Lithuania,Daily hospital occupancy,29-07-2021,2021-W30,131,Country_Website,
Lithuania,Daily hospital occupancy,30-07-2021,2021-W30,123,Country_Website,
Lithuania,Daily hospital occupancy,31-07-2021,2021-W30,150,Country_Website,
Lithuania,Daily hospital occupancy,01-08-2021,2021-W30,163,Country_Website,
Lithuania,Daily hospital occupancy,02-08-2021,2021-W31,164,Country_Website,
Lithuania,Daily hospital occupancy,03-08-2021,2021-W31,177,Country_Website,
Lithuania,Daily hospital occupancy,04-08-2021,2021-W31,184,Country_Website,
Lithuania,Daily hospital occupancy,05-08-2021,2021-W31,204,Country_Website,
Lithuania,Daily hospital occupancy,06-08-2021,2021-W31,210,Country_Website,
Lithuania,Daily hospital occupancy,07-08-2021,2021-W31,223,Country_Website,
Lithuania,Daily hospital occupancy,08-08-2021,2021-W31,261,Country_Website,
Lithuania,Daily hospital occupancy,09-08-2021,2021-W32,282,Country_Website,
Lithuania,Daily hospital occupancy,10-08-2021,2021-W32,290,Country_Website,
Lithuania,Daily hospital occupancy,11-08-2021,2021-W32,318,Country_Website,
Lithuania,Daily hospital occupancy,12-08-2021,2021-W32,311,Country_Website,
Lithuania,Daily hospital occupancy,13-08-2021,2021-W32,308,Country_Website,
Lithuania,Daily hospital occupancy,14-08-2021,2021-W32,328,Country_Website,
Lithuania,Daily hospital occupancy,15-08-2021,2021-W32,334,Country_Website,
Lithuania,Daily hospital occupancy,16-08-2021,2021-W33,349,Country_Website,
Lithuania,Daily hospital occupancy,17-08-2021,2021-W33,370,Country_Website,
Lithuania,Daily hospital occupancy,18-08-2021,2021-W33,389,Country_Website,
Lithuania,Daily hospital occupancy,19-08-2021,2021-W33,377,Country_Website,
Lithuania,Daily hospital occupancy,20-08-2021,2021-W33,385,Country_Website,
Lithuania,Daily hospital occupancy,21-08-2021,2021-W33,395,Country_Website,
Lithuania,Daily hospital occupancy,22-08-2021,2021-W33,410,Country_Website,
Lithuania,Daily hospital occupancy,23-08-2021,2021-W34,422,Country_Website,
Lithuania,Daily hospital occupancy,24-08-2021,2021-W34,410,Country_Website,
Lithuania,Daily hospital occupancy,25-08-2021,2021-W34,411,Country_Website,
Lithuania,Daily hospital occupancy,26-08-2021,2021-W34,440,Country_Website,
Lithuania,Daily hospital occupancy,27-08-2021,2021-W34,455,Country_Website,
Lithuania,Daily hospital occupancy,28-08-2021,2021-W34,472,Country_Website,
Lithuania,Daily hospital occupancy,29-08-2021,2021-W34,502,Country_Website,
Lithuania,Daily hospital occupancy,30-08-2021,2021-W35,495,Country_Website,
Lithuania,Daily hospital occupancy,31-08-2021,2021-W35,528,Country_Website,
Lithuania,Daily hospital occupancy,01-09-2021,2021-W35,530,Country_Website,
Lithuania,Daily hospital occupancy,02-09-2021,2021-W35,542,Country_Website,
Lithuania,Daily hospital occupancy,07-09-2021,2021-W36,629,Country_Website,
Lithuania,Daily hospital occupancy,08-09-2021,2021-W36,658,Country_Website,
Lithuania,Daily hospital occupancy,09-09-2021,2021-W36,681,Country_Website,
Lithuania,Daily hospital occupancy,10-09-2021,2021-W36,675,Country_Website,
Lithuania,Daily hospital occupancy,11-09-2021,2021-W36,722,Country_Website,
Lithuania,Daily hospital occupancy,12-09-2021,2021-W36,761,Country_Website,
Lithuania,Daily hospital occupancy,13-09-2021,2021-W37,772,Country_Website,
Lithuania,Daily hospital occupancy,14-09-2021,2021-W37,783,Country_Website,
Lithuania,Daily hospital occupancy,15-09-2021,2021-W37,785,Country_Website,
Lithuania,Daily hospital occupancy,16-09-2021,2021-W37,821,Country_Website,
Lithuania,Daily hospital occupancy,17-09-2021,2021-W37,803,Country_Website,
Lithuania,Daily hospital occupancy,18-09-2021,2021-W37,852,Country_Website,
Lithuania,Daily hospital occupancy,19-09-2021,2021-W37,891,Country_Website,
Lithuania,Daily hospital occupancy,20-09-2021,2021-W38,891,Country_Website,
Lithuania,Daily hospital occupancy,21-09-2021,2021-W38,878,Country_Website,
Lithuania,Daily hospital occupancy,22-09-2021,2021-W38,898,Country_Website,
Lithuania,Daily hospital occupancy,23-09-2021,2021-W38,888,Country_Website,
Lithuania,Daily hospital occupancy,27-09-2021,2021-W39,1041,Country_Website,
Lithuania,Daily hospital occupancy,28-09-2021,2021-W39,1042,Country_Website,
Lithuania,Daily hospital occupancy,29-09-2021,2021-W39,1072,Country_Website,
Lithuania,Daily hospital occupancy,30-09-2021,2021-W39,1090,Country_Website,
Lithuania,Daily hospital occupancy,03-10-2021,2021-W39,1182,Country_Website,
Lithuania,Daily hospital occupancy,04-10-2021,2021-W40,1164,Country_Website,
Lithuania,Daily hospital occupancy,05-10-2021,2021-W40,1235,Country_Website,
Lithuania,Daily hospital occupancy,06-10-2021,2021-W40,1262,Country_Website,
Lithuania,Daily hospital occupancy,07-10-2021,2021-W40,1311,Country_Website,
Lithuania,Daily hospital occupancy,08-10-2021,2021-W40,1234,Country_Website,
Lithuania,Daily hospital occupancy,09-10-2021,2021-W40,1286,Country_Website,
Lithuania,Daily hospital occupancy,10-10-2021,2021-W40,1362,Country_Website,
Lithuania,Daily hospital occupancy,11-10-2021,2021-W41,1322,Country_Website,
Lithuania,Daily hospital occupancy,12-10-2021,2021-W41,1344,Country_Website,
Lithuania,Daily hospital occupancy,13-10-2021,2021-W41,1355,Country_Website,
Lithuania,Daily hospital occupancy,14-10-2021,2021-W41,1412,Country_Website,
Lithuania,Daily hospital occupancy,15-10-2021,2021-W41,1438,Country_Website,
Lithuania,Daily hospital occupancy,16-10-2021,2021-W41,1482,Country_Website,
Lithuania,Daily hospital occupancy,17-10-2021,2021-W41,1538,Country_Website,
Lithuania,Daily hospital occupancy,18-10-2021,2021-W42,1493,Country_Website,
Lithuania,Daily hospital occupancy,19-10-2021,2021-W42,1512,Country_Website,
Lithuania,Daily hospital occupancy,20-10-2021,2021-W42,1536,Country_Website,
Lithuania,Daily hospital occupancy,21-10-2021,2021-W42,1587,Country_Website,
Lithuania,Daily hospital occupancy,22-10-2021,2021-W42,1564,Country_Website,
Lithuania,Daily hospital occupancy,23-10-2021,2021-W42,1627,Country_Website,
Lithuania,Daily hospital occupancy,24-10-2021,2021-W42,1720,Country_Website,
Lithuania,Daily hospital occupancy,25-10-2021,2021-W43,1689,Country_Website,
Lithuania,Daily hospital occupancy,26-10-2021,2021-W43,1702,Country_Website,
Lithuania,Daily hospital occupancy,27-10-2021,2021-W43,1672,Country_Website,
Lithuania,Daily hospital occupancy,08-11-2021,2021-W45,1771,Country_Website,
Lithuania,Daily hospital occupancy,09-11-2021,2021-W45,1699,Country_Website,
Lithuania,Daily hospital occupancy,23-11-2021,2021-W47,1322,Country_Website,
Lithuania,Daily hospital occupancy,24-11-2021,2021-W47,1262,Country_Website,
Lithuania,Daily hospital occupancy,25-11-2021,2021-W47,1271,Country_Website,
Lithuania,Daily hospital occupancy,26-11-2021,2021-W47,1225,Country_Website,
Lithuania,Daily hospital occupancy,27-11-2021,2021-W47,1242,Country_Website,
Lithuania,Daily hospital occupancy,29-11-2021,2021-W48,1228,Country_Website,
Lithuania,Daily hospital occupancy,30-11-2021,2021-W48,1202,Country_Website,
Lithuania,Daily hospital occupancy,01-12-2021,2021-W48,1166,Country_Website,
Lithuania,Daily hospital occupancy,02-12-2021,2021-W48,1164,Country_Website,
Lithuania,Daily hospital occupancy,03-12-2021,2021-W48,1154,Country_Website,
Lithuania,Daily hospital occupancy,04-12-2021,2021-W48,1148,Country_Website,
Lithuania,Daily hospital occupancy,05-12-2021,2021-W48,1215,Country_Website,
Lithuania,Daily hospital occupancy,06-12-2021,2021-W49,1193,Country_Website,
Lithuania,Daily hospital occupancy,07-12-2021,2021-W49,1176,Country_Website,
Lithuania,Daily hospital occupancy,08-12-2021,2021-W49,1146,Country_Website,
Lithuania,Daily hospital occupancy,09-12-2021,2021-W49,1148,Country_Website,
Lithuania,Daily hospital occupancy,10-12-2021,2021-W49,1139,Country_Website,
Lithuania,Daily hospital occupancy,11-12-2021,2021-W49,1188,Country_Website,
Lithuania,Daily hospital occupancy,12-12-2021,2021-W49,1216,Country_Website,
Lithuania,Daily hospital occupancy,13-12-2021,2021-W50,1162,Country_Website,
Lithuania,Daily hospital occupancy,14-12-2021,2021-W50,1173,Country_Website,
Lithuania,Daily hospital occupancy,15-12-2021,2021-W50,1154,Country_Website,
Lithuania,Daily hospital occupancy,16-12-2021,2021-W50,1221,Country_Website,
Lithuania,Daily hospital occupancy,17-12-2021,2021-W50,1196,Country_Website,
Lithuania,Daily hospital occupancy,18-12-2021,2021-W50,1212,Country_Website,
Lithuania,Daily hospital occupancy,19-12-2021,2021-W50,1215,Country_Website,
Lithuania,Daily hospital occupancy,20-12-2021,2021-W51,1210,Country_Website,
Lithuania,Daily hospital occupancy,01-01-2022,2021-W52,887,Country_Website,
Lithuania,Daily hospital occupancy,02-01-2022,2021-W52,951,Country_Website,
Lithuania,Daily hospital occupancy,03-01-2022,2022-W01,937,Country_Website,
Lithuania,Daily hospital occupancy,04-01-2022,2022-W01,963,Country_Website,
Lithuania,Daily hospital occupancy,05-01-2022,2022-W01,975,Country_Website,
Lithuania,Daily hospital occupancy,06-01-2022,2022-W01,977,Country_Website,
Lithuania,Daily hospital occupancy,07-01-2022,2022-W01,948,Country_Website,
Lithuania,Daily hospital occupancy,08-01-2022,2022-W01,971,Country_Website,
Lithuania,Daily hospital occupancy,09-01-2022,2022-W01,1018,Country_Website,
Lithuania,Daily hospital occupancy,10-01-2022,2022-W02,1017,Country_Website,
Lithuania,Daily hospital occupancy,11-01-2022,2022-W02,994,Country_Website,
Lithuania,Daily hospital occupancy,12-01-2022,2022-W02,995,Country_Website,
Lithuania,Daily hospital occupancy,13-01-2022,2022-W02,966,Country_Website,
Lithuania,Daily hospital occupancy,14-01-2022,2022-W02,957,Country_Website,
Lithuania,Daily hospital occupancy,15-01-2022,2022-W02,957,Country_Website,
Lithuania,Daily hospital occupancy,16-01-2022,2022-W02,988,Country_Website,
Lithuania,Daily hospital occupancy,17-01-2022,2022-W03,975,Country_Website,
Lithuania,Daily hospital occupancy,18-01-2022,2022-W03,976,Country_Website,
Lithuania,Daily hospital occupancy,19-01-2022,2022-W03,986,Country_Website,
Lithuania,Daily hospital occupancy,20-01-2022,2022-W03,982,Country_Website,
Lithuania,Daily hospital occupancy,21-01-2022,2022-W03,962,Country_Website,
Lithuania,Daily hospital occupancy,22-01-2022,2022-W03,996,Country_Website,
Lithuania,Daily hospital occupancy,23-01-2022,2022-W03,1058,Country_Website,
Lithuania,Daily hospital occupancy,24-01-2022,2022-W04,1045,Country_Website,
Lithuania,Daily hospital occupancy,25-01-2022,2022-W04,1046,Country_Website,
Lithuania,Daily hospital occupancy,26-01-2022,2022-W04,1079,Country_Website,
Lithuania,Daily hospital occupancy,27-01-2022,2022-W04,1115,Country_Website,
Lithuania,Daily hospital occupancy,28-01-2022,2022-W04,1101,Country_Website,
Lithuania,Daily hospital occupancy,29-01-2022,2022-W04,1178,Country_Website,
Lithuania,Daily hospital occupancy,30-01-2022,2022-W04,1252,Country_Website,
Lithuania,Daily hospital occupancy,31-01-2022,2022-W05,1275,Country_Website,
Lithuania,Daily hospital occupancy,01-02-2022,2022-W05,1295,Country_Website,
Lithuania,Daily hospital occupancy,02-02-2022,2022-W05,1319,Country_Website,
Lithuania,Daily hospital occupancy,03-02-2022,2022-W05,1350,Country_Website,
Lithuania,Daily hospital occupancy,04-02-2022,2022-W05,1341,Country_Website,
Lithuania,Daily hospital occupancy,05-02-2022,2022-W05,1404,Country_Website,
Lithuania,Daily hospital occupancy,06-02-2022,2022-W05,1475,Country_Website,
Lithuania,Daily hospital occupancy,07-02-2022,2022-W06,1522,Country_Website,
Lithuania,Daily hospital occupancy,08-02-2022,2022-W06,1513,Country_Website,
Lithuania,Daily hospital occupancy,09-02-2022,2022-W06,1566,Country_Website,
Lithuania,Daily hospital occupancy,10-02-2022,2022-W06,1546,Country_Website,
Lithuania,Daily hospital occupancy,11-02-2022,2022-W06,1559,Country_Website,
Lithuania,Daily hospital occupancy,12-02-2022,2022-W06,1602,Country_Website,
Lithuania,Daily hospital occupancy,13-02-2022,2022-W06,1666,Country_Website,
Lithuania,Daily hospital occupancy,22-02-2022,2022-W08,1737,Country_Website,
Lithuania,Daily hospital occupancy,16-03-2022,2022-W11,1323,Country_Website,
Lithuania,Daily hospital occupancy,19-04-2022,2022-W16,650,Country_Website,
Lithuania,Daily hospital occupancy,20-04-2022,2022-W16,637,Country_Website,
Lithuania,Daily hospital occupancy,21-04-2022,2022-W16,591,Country_Website,
Lithuania,Daily hospital occupancy,22-04-2022,2022-W16,540,Country_Website,
Lithuania,Daily hospital occupancy,23-04-2022,2022-W16,525,Country_Website,
Lithuania,Daily hospital occupancy,24-04-2022,2022-W16,547,Country_Website,
Lithuania,Daily hospital occupancy,26-04-2022,2022-W17,479,Country_Website,
Lithuania,Daily hospital occupancy,27-04-2022,2022-W17,465,Country_Website,
Lithuania,Daily hospital occupancy,28-04-2022,2022-W17,469,Country_Website,
Lithuania,Daily hospital occupancy,29-04-2022,2022-W17,393,Country_Website,
Lithuania,Daily hospital occupancy,01-05-2022,2022-W17,392,Country_Website,
Lithuania,Daily hospital occupancy,02-05-2022,2022-W18,357,Country_Website,
Lithuania,Daily hospital occupancy,03-05-2022,2022-W18,315,Country_Website,
Lithuania,Daily hospital occupancy,04-05-2022,2022-W18,283,Country_Website,
Lithuania,Daily hospital occupancy,05-05-2022,2022-W18,239,Country_Website,
Lithuania,Daily hospital occupancy,08-05-2022,2022-W18,197,Country_Website,
Lithuania,Daily hospital occupancy,09-05-2022,2022-W19,168,Country_Website,
Lithuania,Daily hospital occupancy,10-05-2022,2022-W19,150,Country_Website,
Lithuania,Daily hospital occupancy,11-05-2022,2022-W19,128,Country_Website,
Lithuania,Daily hospital occupancy,12-05-2022,2022-W19,127,Country_Website,
Lithuania,Daily hospital occupancy,15-05-2022,2022-W19,110,Country_Website,
Lithuania,Daily hospital occupancy,16-05-2022,2022-W20,117,Country_Website,
Lithuania,Daily hospital occupancy,17-05-2022,2022-W20,87,Country_Website,
Lithuania,Daily hospital occupancy,18-05-2022,2022-W20,82,Country_Website,
Lithuania,Daily hospital occupancy,19-05-2022,2022-W20,79,Country_Website,
Lithuania,Daily hospital occupancy,22-05-2022,2022-W20,74,Country_Website,
Lithuania,Daily hospital occupancy,23-05-2022,2022-W21,77,Country_Website,
Lithuania,Daily hospital occupancy,24-05-2022,2022-W21,70,Country_Website,
Lithuania,Daily hospital occupancy,26-05-2022,2022-W21,70,Country_Website,
Lithuania,Daily hospital occupancy,29-05-2022,2022-W21,69,Country_Website,
Lithuania,Daily hospital occupancy,30-05-2022,2022-W22,61,Country_Website,
Lithuania,Daily hospital occupancy,01-06-2022,2022-W22,60,Country_Website,
Lithuania,Daily hospital occupancy,02-06-2022,2022-W22,59,Country_Website,
Lithuania,Daily hospital occupancy,05-06-2022,2022-W22,62,Country_Website,
Lithuania,Daily hospital occupancy,06-06-2022,2022-W23,75,Country_Website,
Lithuania,Daily hospital occupancy,07-06-2022,2022-W23,82,Country_Website,
Lithuania,Daily hospital occupancy,08-06-2022,2022-W23,78,Country_Website,
Lithuania,Daily hospital occupancy,09-06-2022,2022-W23,71,Country_Website,
Lithuania,Daily hospital occupancy,12-06-2022,2022-W23,69,Country_Website,
Lithuania,Daily hospital occupancy,13-06-2022,2022-W24,68,Country_Website,
Lithuania,Daily hospital occupancy,14-06-2022,2022-W24,68,Country_Website,
Lithuania,Daily hospital occupancy,15-06-2022,2022-W24,59,Country_Website,
Lithuania,Daily hospital occupancy,16-06-2022,2022-W24,52,Country_Website,
Lithuania,Daily hospital occupancy,19-06-2022,2022-W24,59,Country_Website,
Lithuania,Daily hospital occupancy,20-06-2022,2022-W25,58,Country_Website,
Lithuania,Daily hospital occupancy,21-06-2022,2022-W25,58,Country_Website,
