country,indicator,date,year_week,value,source,url
Belgium,Daily ICU occupancy,06-12-2022,2022-W49,52,Country_Website,
Belgium,Daily ICU occupancy,07-12-2022,2022-W49,53,Country_Website,
Belgium,Daily ICU occupancy,08-12-2022,2022-W49,62,Country_Website,
Belgium,Daily ICU occupancy,09-12-2022,2022-W49,63,Country_Website,
Belgium,Daily ICU occupancy,10-12-2022,2022-W49,58,Country_Website,
Belgium,Daily ICU occupancy,11-12-2022,2022-W49,65,Country_Website,
Belgium,Daily ICU occupancy,12-12-2022,2022-W50,66,Country_Website,
Belgium,Daily ICU occupancy,13-12-2022,2022-W50,68,Country_Website,
Belgium,Daily ICU occupancy,14-12-2022,2022-W50,70,Country_Website,
Belgium,Daily ICU occupancy,15-12-2022,2022-W50,70,Country_Website,
Belgium,Daily ICU occupancy,16-12-2022,2022-W50,83,Country_Website,
Belgium,Daily ICU occupancy,17-12-2022,2022-W50,69,Country_Website,
Belgium,Daily ICU occupancy,18-12-2022,2022-W50,77,Country_Website,
Belgium,Daily ICU occupancy,19-12-2022,2022-W51,82,Country_Website,
Belgium,Daily ICU occupancy,20-12-2022,2022-W51,88,Country_Website,
Belgium,Daily ICU occupancy,21-12-2022,2022-W51,96,Country_Website,
Belgium,Daily ICU occupancy,22-12-2022,2022-W51,97,Country_Website,
Belgium,Daily ICU occupancy,23-12-2022,2022-W51,113,Country_Website,
Belgium,Daily ICU occupancy,24-12-2022,2022-W51,105,Country_Website,
Belgium,Daily ICU occupancy,25-12-2022,2022-W51,101,Country_Website,
Belgium,Daily ICU occupancy,26-12-2022,2022-W52,106,Country_Website,
Belgium,Daily ICU occupancy,27-12-2022,2022-W52,97,Country_Website,
Belgium,Daily ICU occupancy,28-12-2022,2022-W52,102,Country_Website,
Belgium,Daily ICU occupancy,29-12-2022,2022-W52,96,Country_Website,
Belgium,Daily ICU occupancy,30-12-2022,2022-W52,97,Country_Website,
Belgium,Daily ICU occupancy,31-12-2022,2022-W52,95,Country_Website,
Belgium,Daily ICU occupancy,01-01-2023,2022-W52,90,Country_Website,
Belgium,Daily ICU occupancy,02-01-2023,2023-W01,98,Country_Website,
Belgium,Daily ICU occupancy,03-01-2023,2023-W01,94,Country_Website,
Belgium,Daily ICU occupancy,04-01-2023,2023-W01,100,Country_Website,
Belgium,Daily ICU occupancy,05-01-2023,2023-W01,97,Country_Website,
Belgium,Daily ICU occupancy,06-01-2023,2023-W01,96,Country_Website,
Belgium,Daily ICU occupancy,07-01-2023,2023-W01,95,Country_Website,
Belgium,Daily ICU occupancy,08-01-2023,2023-W01,95,Country_Website,
Belgium,Daily ICU occupancy,09-01-2023,2023-W02,95,Country_Website,
Belgium,Daily ICU occupancy,10-01-2023,2023-W02,81,Country_Website,
Belgium,Daily ICU occupancy,11-01-2023,2023-W02,78,Country_Website,
Belgium,Daily ICU occupancy,12-01-2023,2023-W02,76,Country_Website,
Belgium,Daily ICU occupancy,13-01-2023,2023-W02,74,Country_Website,
Belgium,Daily ICU occupancy,14-01-2023,2023-W02,73,Country_Website,
Belgium,Daily ICU occupancy,15-01-2023,2023-W02,63,Country_Website,
Belgium,Daily ICU occupancy,16-01-2023,2023-W03,61,Country_Website,
Belgium,Daily ICU occupancy,17-01-2023,2023-W03,59,Country_Website,
Belgium,Daily ICU occupancy,18-01-2023,2023-W03,56,Country_Website,
Belgium,Daily ICU occupancy,19-01-2023,2023-W03,52,Country_Website,
Belgium,Daily ICU occupancy,20-01-2023,2023-W03,51,Country_Website,
Belgium,Daily ICU occupancy,21-01-2023,2023-W03,42,Country_Website,
Belgium,Daily ICU occupancy,22-01-2023,2023-W03,46,Country_Website,
Belgium,Daily ICU occupancy,23-01-2023,2023-W04,48,Country_Website,
Belgium,Daily ICU occupancy,24-01-2023,2023-W04,48,Country_Website,
Belgium,Daily ICU occupancy,25-01-2023,2023-W04,45,Country_Website,
Belgium,Daily ICU occupancy,26-01-2023,2023-W04,41,Country_Website,
Belgium,Daily ICU occupancy,27-01-2023,2023-W04,41,Country_Website,
Belgium,Daily ICU occupancy,28-01-2023,2023-W04,43,Country_Website,
Belgium,Daily ICU occupancy,29-01-2023,2023-W04,50,Country_Website,
Belgium,Daily ICU occupancy,30-01-2023,2023-W05,47,Country_Website,
Belgium,Daily ICU occupancy,31-01-2023,2023-W05,45,Country_Website,
Belgium,Daily ICU occupancy,01-02-2023,2023-W05,50,Country_Website,
Belgium,Daily ICU occupancy,02-02-2023,2023-W05,47,Country_Website,
Belgium,Daily ICU occupancy,03-02-2023,2023-W05,47,Country_Website,
Belgium,Daily ICU occupancy,04-02-2023,2023-W05,39,Country_Website,
Belgium,Daily ICU occupancy,05-02-2023,2023-W05,38,Country_Website,
Belgium,Daily ICU occupancy,06-02-2023,2023-W06,43,Country_Website,
Belgium,Daily ICU occupancy,07-02-2023,2023-W06,36,Country_Website,
Belgium,Daily ICU occupancy,08-02-2023,2023-W06,43,Country_Website,
Belgium,Daily ICU occupancy,09-02-2023,2023-W06,40,Country_Website,
Belgium,Daily ICU occupancy,10-02-2023,2023-W06,41,Country_Website,
Belgium,Daily ICU occupancy,11-02-2023,2023-W06,37,Country_Website,
Belgium,Daily ICU occupancy,12-02-2023,2023-W06,43,Country_Website,
Belgium,Daily ICU occupancy,13-02-2023,2023-W07,48,Country_Website,
Belgium,Daily ICU occupancy,14-02-2023,2023-W07,43,Country_Website,
Belgium,Daily ICU occupancy,15-02-2023,2023-W07,36,Country_Website,
Belgium,Daily ICU occupancy,16-02-2023,2023-W07,33,Country_Website,
Belgium,Daily ICU occupancy,17-02-2023,2023-W07,40,Country_Website,
Belgium,Daily ICU occupancy,18-02-2023,2023-W07,39,Country_Website,
Belgium,Daily ICU occupancy,19-02-2023,2023-W07,42,Country_Website,
Belgium,Daily ICU occupancy,20-02-2023,2023-W08,47,Country_Website,
Belgium,Daily ICU occupancy,21-02-2023,2023-W08,56,Country_Website,
Belgium,Daily ICU occupancy,22-02-2023,2023-W08,60,Country_Website,
Belgium,Daily ICU occupancy,23-02-2023,2023-W08,68,Country_Website,
Belgium,Daily ICU occupancy,24-02-2023,2023-W08,68,Country_Website,
Belgium,Daily ICU occupancy,25-02-2023,2023-W08,66,Country_Website,
Belgium,Daily ICU occupancy,26-02-2023,2023-W08,72,Country_Website,
Belgium,Daily ICU occupancy,27-02-2023,2023-W09,75,Country_Website,
Belgium,Daily ICU occupancy,28-02-2023,2023-W09,82,Country_Website,
Belgium,Daily ICU occupancy,01-03-2023,2023-W09,77,Country_Website,
Belgium,Daily ICU occupancy,02-03-2023,2023-W09,80,Country_Website,
Belgium,Daily ICU occupancy,03-03-2023,2023-W09,82,Country_Website,
Belgium,Daily ICU occupancy,04-03-2023,2023-W09,88,Country_Website,
Belgium,Daily ICU occupancy,05-03-2023,2023-W09,96,Country_Website,
Belgium,Daily ICU occupancy,06-03-2023,2023-W10,100,Country_Website,
Belgium,Daily ICU occupancy,07-03-2023,2023-W10,96,Country_Website,
Belgium,Daily ICU occupancy,08-03-2023,2023-W10,100,Country_Website,
Belgium,Daily ICU occupancy,09-03-2023,2023-W10,108,Country_Website,
Belgium,Daily ICU occupancy,10-03-2023,2023-W10,117,Country_Website,
Belgium,Daily ICU occupancy,11-03-2023,2023-W10,118,Country_Website,
Belgium,Daily ICU occupancy,12-03-2023,2023-W10,117,Country_Website,
Belgium,Daily ICU occupancy,13-03-2023,2023-W11,127,Country_Website,
Belgium,Daily ICU occupancy,14-03-2023,2023-W11,130,Country_Website,
Belgium,Daily ICU occupancy,15-03-2023,2023-W11,132,Country_Website,
Belgium,Daily ICU occupancy,16-03-2023,2023-W11,117,Country_Website,
Belgium,Daily ICU occupancy,17-03-2023,2023-W11,122,Country_Website,
Belgium,Daily ICU occupancy,18-03-2023,2023-W11,121,Country_Website,
Belgium,Daily ICU occupancy,19-03-2023,2023-W11,129,Country_Website,
Belgium,Daily ICU occupancy,20-03-2023,2023-W12,132,Country_Website,
Belgium,Daily ICU occupancy,21-03-2023,2023-W12,125,Country_Website,
Belgium,Daily ICU occupancy,22-03-2023,2023-W12,115,Country_Website,
Belgium,Daily ICU occupancy,23-03-2023,2023-W12,109,Country_Website,
Belgium,Daily ICU occupancy,24-03-2023,2023-W12,111,Country_Website,
Belgium,Daily ICU occupancy,25-03-2023,2023-W12,105,Country_Website,
Belgium,Daily ICU occupancy,26-03-2023,2023-W12,109,Country_Website,
Belgium,Daily ICU occupancy,27-03-2023,2023-W13,112,Country_Website,
Belgium,Daily ICU occupancy,28-03-2023,2023-W13,108,Country_Website,
Belgium,Daily ICU occupancy,29-03-2023,2023-W13,109,Country_Website,
Belgium,Daily ICU occupancy,30-03-2023,2023-W13,111,Country_Website,
Belgium,Daily ICU occupancy,31-03-2023,2023-W13,102,Country_Website,
Belgium,Daily ICU occupancy,01-04-2023,2023-W13,104,Country_Website,
Belgium,Daily ICU occupancy,02-04-2023,2023-W13,105,Country_Website,
Belgium,Daily ICU occupancy,03-04-2023,2023-W14,109,Country_Website,
Belgium,Daily ICU occupancy,04-04-2023,2023-W14,106,Country_Website,
Belgium,Daily ICU occupancy,05-04-2023,2023-W14,96,Country_Website,
Belgium,Daily ICU occupancy,06-04-2023,2023-W14,93,Country_Website,
Belgium,Daily ICU occupancy,07-04-2023,2023-W14,79,Country_Website,
Belgium,Daily ICU occupancy,08-04-2023,2023-W14,75,Country_Website,
Belgium,Daily ICU occupancy,09-04-2023,2023-W14,76,Country_Website,
Belgium,Daily ICU occupancy,10-04-2023,2023-W15,77,Country_Website,
Belgium,Daily ICU occupancy,11-04-2023,2023-W15,86,Country_Website,
Belgium,Daily ICU occupancy,12-04-2023,2023-W15,76,Country_Website,
Belgium,Daily ICU occupancy,13-04-2023,2023-W15,75,Country_Website,
Belgium,Daily ICU occupancy,14-04-2023,2023-W15,79,Country_Website,
Belgium,Daily ICU occupancy,15-04-2023,2023-W15,67,Country_Website,
Belgium,Daily ICU occupancy,16-04-2023,2023-W15,68,Country_Website,
Belgium,Daily ICU occupancy,17-04-2023,2023-W16,73,Country_Website,
Belgium,Daily ICU occupancy,18-04-2023,2023-W16,74,Country_Website,
Belgium,Daily ICU occupancy,19-04-2023,2023-W16,72,Country_Website,
Belgium,Daily ICU occupancy,20-04-2023,2023-W16,60,Country_Website,
Belgium,Daily ICU occupancy,21-04-2023,2023-W16,59,Country_Website,
Belgium,Daily ICU occupancy,22-04-2023,2023-W16,64,Country_Website,
Belgium,Daily ICU occupancy,23-04-2023,2023-W16,59,Country_Website,
Belgium,Daily ICU occupancy,24-04-2023,2023-W17,59,Country_Website,
Belgium,Daily ICU occupancy,25-04-2023,2023-W17,59,Country_Website,
Belgium,Daily ICU occupancy,26-04-2023,2023-W17,50,Country_Website,
Belgium,Daily ICU occupancy,27-04-2023,2023-W17,50,Country_Website,
Belgium,Daily ICU occupancy,28-04-2023,2023-W17,49,Country_Website,
Belgium,Daily ICU occupancy,29-04-2023,2023-W17,43,Country_Website,
Belgium,Daily ICU occupancy,30-04-2023,2023-W17,47,Country_Website,
Belgium,Daily ICU occupancy,01-05-2023,2023-W18,49,Country_Website,
Belgium,Daily ICU occupancy,02-05-2023,2023-W18,44,Country_Website,
Belgium,Daily ICU occupancy,03-05-2023,2023-W18,50,Country_Website,
Belgium,Daily ICU occupancy,04-05-2023,2023-W18,50,Country_Website,
Belgium,Daily ICU occupancy,05-05-2023,2023-W18,45,Country_Website,
Belgium,Daily ICU occupancy,06-05-2023,2023-W18,43,Country_Website,
Belgium,Daily ICU occupancy,07-05-2023,2023-W18,46,Country_Website,
Belgium,Daily ICU occupancy,08-05-2023,2023-W19,47,Country_Website,
Belgium,Daily ICU occupancy,09-05-2023,2023-W19,41,Country_Website,
Belgium,Daily ICU occupancy,10-05-2023,2023-W19,38,Country_Website,
Belgium,Weekly new hospital admissions per 100k,22-03-2020,2020-W12,12.90281153,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,29-03-2020,2020-W13,30.11803705,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,05-04-2020,2020-W14,30.73778517,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,12-04-2020,2020-W15,24.35954412,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,19-04-2020,2020-W16,16.56965457,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,26-04-2020,2020-W17,12.22281012,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,03-05-2020,2020-W18,7.832927614,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,10-05-2020,2020-W19,5.715454874,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,17-05-2020,2020-W20,3.813172454,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,24-05-2020,2020-W21,3.227854786,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,31-05-2020,2020-W22,2.194941254,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,07-06-2020,2020-W23,1.704307327,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,14-06-2020,2020-W24,1.265319076,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,21-06-2020,2020-W25,1.118989659,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,28-06-2020,2020-W26,0.895191727,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,05-07-2020,2020-W27,0.705824246,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,12-07-2020,2020-W28,0.611140506,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,19-07-2020,2020-W29,0.921014566,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,26-07-2020,2020-W30,1.334179978,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,02-08-2020,2020-W31,1.816206293,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,09-08-2020,2020-W32,1.945320484,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,16-08-2020,2020-W33,2.401523961,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,23-08-2020,2020-W34,1.721522552,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,30-08-2020,2020-W35,0.964052629,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-09-2020,2020-W36,1.205065787,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-09-2020,2020-W37,1.96253571,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-09-2020,2020-W38,2.969626403,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-09-2020,2020-W39,4.157476964,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,04-10-2020,2020-W40,5.069883917,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,11-10-2020,2020-W41,8.065333158,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,18-10-2020,2020-W42,15.915476,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,25-10-2020,2020-W43,29.39499758,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,01-11-2020,2020-W44,40.73122359,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,08-11-2020,2020-W45,37.01273488,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,15-11-2020,2020-W46,28.68056572,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,22-11-2020,2020-W47,18.80763389,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,29-11-2020,2020-W48,14.34028286,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-12-2020,2020-W49,11.73217619,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-12-2020,2020-W50,11.27597272,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-12-2020,2020-W51,11.11242808,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-12-2020,2020-W52,10.01065364,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,03-01-2021,2020-W53,9.115461915,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,10-01-2021,2021-W01,7.944826579,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,17-01-2021,2021-W02,7.23039472,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,24-01-2021,2021-W03,8.530144247,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,31-01-2021,2021-W04,7.204571882,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,07-02-2021,2021-W05,7.987864643,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,14-02-2021,2021-W06,7.178749044,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,21-02-2021,2021-W07,7.204571882,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,28-02-2021,2021-W08,9.029385787,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,07-03-2021,2021-W09,8.78837263,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,14-03-2021,2021-W10,9.743817647,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,21-03-2021,2021-W11,11.90432845,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,28-03-2021,2021-W12,14.57268841,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,04-04-2021,2021-W13,15.86383032,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,11-04-2021,2021-W14,15.32155072,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,18-04-2021,2021-W15,14.14230777,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,25-04-2021,2021-W16,13.77218042,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,02-05-2021,2021-W17,11.62027723,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,09-05-2021,2021-W18,9.804070936,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,16-05-2021,2021-W19,8.323561541,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,23-05-2021,2021-W20,7.144318593,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,30-05-2021,2021-W21,5.259251398,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-06-2021,2021-W22,4.303806381,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-06-2021,2021-W23,2.969626403,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-06-2021,2021-W24,2.022788999,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-06-2021,2021-W25,1.385825655,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,04-07-2021,2021-W26,0.938229791,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,11-07-2021,2021-W27,1.015698306,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,18-07-2021,2021-W28,1.454686557,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,25-07-2021,2021-W29,1.730130165,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,01-08-2021,2021-W30,2.160510803,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,08-08-2021,2021-W31,2.608106667,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,15-08-2021,2021-W32,3.305323301,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,22-08-2021,2021-W33,3.572159296,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,29-08-2021,2021-W34,3.623804973,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,05-09-2021,2021-W35,4.157476964,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,12-09-2021,2021-W36,3.666843037,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,19-09-2021,2021-W37,3.701273488,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,26-09-2021,2021-W38,3.055702531,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,03-10-2021,2021-W39,3.666843037,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,10-10-2021,2021-W40,3.36557659,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,17-10-2021,2021-W41,4.17469219,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,24-10-2021,2021-W42,6.662292278,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,31-10-2021,2021-W43,9.227360881,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,07-11-2021,2021-W44,10.69065505,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,14-11-2021,2021-W45,13.9615479,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,21-11-2021,2021-W46,16.92256669,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,28-11-2021,2021-W47,18.93674808,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,05-12-2021,2021-W48,18.71295014,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,12-12-2021,2021-W49,16.44914799,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,19-12-2021,2021-W50,11.83546755,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,26-12-2021,2021-W51,8.573182311,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,02-01-2022,2021-W52,8.926094434,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,09-01-2022,2022-W01,11.0607824,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,16-01-2022,2022-W02,12.05065787,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,23-01-2022,2022-W03,17.80054319,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,30-01-2022,2022-W04,21.73422222,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-02-2022,2022-W05,21.02839798,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-02-2022,2022-W06,16.85370579,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-02-2022,2022-W07,12.63597553,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-02-2022,2022-W08,9.046601013,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-03-2022,2022-W09,8.478498571,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-03-2022,2022-W10,8.814195468,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-03-2022,2022-W11,10.55293325,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-03-2022,2022-W12,12.2055949,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,03-04-2022,2022-W13,13.21268559,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,10-04-2022,2022-W14,13.0147105,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,17-04-2022,2022-W15,13.1524323,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,24-04-2022,2022-W16,10.78533879,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,01-05-2022,2022-W17,8.504321409,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,08-05-2022,2022-W18,7.738243873,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,15-05-2022,2022-W19,6.32659538,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,22-05-2022,2022-W20,4.906339274,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,29-05-2022,2022-W21,3.856210517,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,05-06-2022,2022-W22,3.141778658,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,12-06-2022,2022-W23,3.606589747,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,19-06-2022,2022-W24,4.441528185,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,26-06-2022,2022-W25,6.059759385,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,03-07-2022,2022-W26,7.273432784,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,10-07-2022,2022-W27,8.719511728,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,17-07-2022,2022-W28,10.10533738,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,24-07-2022,2022-W29,9.502804489,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,31-07-2022,2022-W30,8.099763609,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,07-08-2022,2022-W31,6.911913048,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,14-08-2022,2022-W32,5.706847261,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,21-08-2022,2022-W33,4.837478372,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,28-08-2022,2022-W34,3.985324709,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,04-09-2022,2022-W35,3.563551684,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,11-09-2022,2022-W36,3.391399428,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,18-09-2022,2022-W37,3.288108075,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,25-09-2022,2022-W38,4.191907415,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,02-10-2022,2022-W39,5.603555908,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,09-10-2022,2022-W40,6.645077052,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,16-10-2022,2022-W41,6.386848669,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,23-10-2022,2022-W42,6.429886733,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,30-10-2022,2022-W43,4.407097734,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,06-11-2022,2022-W44,2.96101879,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,13-11-2022,2022-W45,3.124563433,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,20-11-2022,2022-W46,2.840512211,ECDC database compiled from public online sources,NA
Belgium,Weekly new hospital admissions per 100k,27-11-2022,2022-W47,3.580766909,ECDC database compiled from public online sources,NA
