,country,indicator,date,value
11689,France,Daily hospital occupancy,30-05-2021,15647.0
11690,France,Daily hospital occupancy,06-06-2021,13072.0
11691,France,Daily hospital occupancy,13-06-2021,10944.0
11692,France,Daily hospital occupancy,20-06-2021,9119.0
11693,France,Daily hospital occupancy,27-06-2021,7665.0
11694,France,Daily hospital occupancy,04-07-2021,6607.0
11695,France,Daily hospital occupancy,11-07-2021,5888.0
11696,France,Daily hospital occupancy,18-07-2021,5646.0
11697,France,Daily hospital occupancy,25-07-2021,6005.0
11698,France,Daily hospital occupancy,01-08-2021,7137.0
11699,France,Daily hospital occupancy,08-08-2021,8622.0
11700,France,Daily hospital occupancy,15-08-2021,10068.0
11701,France,Daily hospital occupancy,22-08-2021,11046.0
11702,France,Daily hospital occupancy,29-08-2021,11293.0
11703,France,Daily hospital occupancy,05-09-2021,10902.0
11704,France,Daily hospital occupancy,12-09-2021,10096.0
11705,France,Daily hospital occupancy,19-09-2021,9046.0
11706,France,Daily hospital occupancy,26-09-2021,7926.0
11707,France,Daily hospital occupancy,03-10-2021,7140.0
11708,France,Daily hospital occupancy,10-10-2021,6604.0
11709,France,Daily hospital occupancy,17-10-2021,6298.0
11710,France,Daily hospital occupancy,24-10-2021,6317.0
11711,France,Daily hospital occupancy,31-10-2021,6589.0
11712,France,Daily hospital occupancy,07-11-2021,6958.0
11713,France,Daily hospital occupancy,14-11-2021,7591.0
11714,France,Daily hospital occupancy,21-11-2021,8715.0
11715,France,Daily hospital occupancy,28-11-2021,10391.0
11716,France,Daily hospital occupancy,05-12-2021,12858.0
11717,France,Daily hospital occupancy,12-12-2021,15600.0
11718,France,Daily hospital occupancy,19-12-2021,17490.0
11719,France,Daily hospital occupancy,26-12-2021,18718.0
11720,France,Daily hospital occupancy,02-01-2022,21602.0
11721,France,Daily hospital occupancy,09-01-2022,25518.0
11722,France,Daily hospital occupancy,16-01-2022,29066.0
11723,France,Daily hospital occupancy,23-01-2022,33094.0
11724,France,Daily hospital occupancy,30-01-2022,35749.0
11725,France,Daily hospital occupancy,06-02-2022,36404.0
11726,France,Daily hospital occupancy,13-02-2022,34298.0
11727,France,Daily hospital occupancy,20-02-2022,30531.0
11728,France,Daily hospital occupancy,27-02-2022,26328.0
11729,France,Daily hospital occupancy,06-03-2022,22824.0
11730,France,Daily hospital occupancy,13-03-2022,21126.0
11731,France,Daily hospital occupancy,20-03-2022,20893.0
11732,France,Daily hospital occupancy,27-03-2022,21397.0
11733,France,Daily hospital occupancy,03-04-2022,23074.0
11734,France,Daily hospital occupancy,10-04-2022,24495.0
11735,France,Daily hospital occupancy,17-04-2022,25361.0
11736,France,Daily hospital occupancy,24-04-2022,24881.0
11737,France,Daily hospital occupancy,01-05-2022,22832.0
11738,France,Daily hospital occupancy,08-05-2022,20060.0
11739,France,Daily hospital occupancy,15-05-2022,17656.0
11740,France,Daily hospital occupancy,22-05-2022,15441.0
11741,France,Daily hospital occupancy,29-05-2022,13715.0
11742,France,Daily hospital occupancy,05-06-2022,12635.0
11743,France,Daily hospital occupancy,12-06-2022,12467.0
11744,France,Daily hospital occupancy,19-06-2022,12860.0
11745,France,Daily hospital occupancy,26-06-2022,14236.0
11746,France,Daily hospital occupancy,03-07-2022,16020.0
11747,France,Daily hospital occupancy,10-07-2022,18639.0
11748,France,Daily hospital occupancy,17-07-2022,20719.0
11749,France,Daily hospital occupancy,24-07-2022,21217.0
11750,France,Daily hospital occupancy,31-07-2022,19915.0
11751,France,Daily hospital occupancy,07-08-2022,18007.0
11752,France,Daily hospital occupancy,14-08-2022,16309.0
11753,France,Daily hospital occupancy,21-08-2022,15192.0
11754,France,Daily hospital occupancy,28-08-2022,14025.0
11755,France,Daily hospital occupancy,04-09-2022,13054.0
11756,France,Daily hospital occupancy,11-09-2022,12430.0
11757,France,Daily hospital occupancy,18-09-2022,12225.0
11758,France,Daily hospital occupancy,25-09-2022,12855.0
11759,France,Daily hospital occupancy,02-10-2022,14787.0
11760,France,Daily hospital occupancy,09-10-2022,17260.0
11761,France,Daily hospital occupancy,16-10-2022,19379.0
11762,France,Daily hospital occupancy,23-10-2022,20421.0
11763,France,Daily hospital occupancy,30-10-2022,19421.0
11764,France,Daily hospital occupancy,06-11-2022,18203.0
11765,France,Daily hospital occupancy,13-11-2022,17443.0
11766,France,Daily hospital occupancy,20-11-2022,17763.0
11767,France,Daily hospital occupancy,27-11-2022,18736.0
11768,France,Daily hospital occupancy,04-12-2022,20674.0
11769,France,Daily hospital occupancy,11-12-2022,23074.0
11770,France,Daily hospital occupancy,18-12-2022,25216.0
11771,France,Daily hospital occupancy,25-12-2022,25466.0
11772,France,Daily hospital occupancy,01-01-2023,23453.0
11773,France,Daily hospital occupancy,08-01-2023,20559.0
11774,France,Daily hospital occupancy,15-01-2023,17865.0
11775,France,Daily hospital occupancy,22-01-2023,15749.0
11776,France,Daily hospital occupancy,29-01-2023,14229.0
11777,France,Daily hospital occupancy,05-02-2023,12766.0
11778,France,Daily hospital occupancy,12-02-2023,12129.0
11779,France,Daily hospital occupancy,19-02-2023,11854.0
11780,France,Daily hospital occupancy,26-02-2023,11907.0
11781,France,Daily hospital occupancy,05-03-2023,11902.0
11782,France,Daily hospital occupancy,12-03-2023,12360.0
11783,France,Daily hospital occupancy,19-03-2023,12816.0
11784,France,Daily hospital occupancy,26-03-2023,12905.0
11785,France,Daily hospital occupancy,02-04-2023,12923.0
11786,France,Daily hospital occupancy,09-04-2023,12950.0
11787,France,Daily hospital occupancy,16-04-2023,13263.0
11788,France,Daily hospital occupancy,23-04-2023,13213.0
11789,France,Daily hospital occupancy,30-04-2023,12902.0
11790,France,Daily hospital occupancy,07-05-2023,12315.0
11791,France,Daily hospital occupancy,14-05-2023,11636.0
11792,France,Daily hospital occupancy,21-05-2023,11068.0
11793,France,Daily hospital occupancy,28-05-2023,10641.0
11794,France,Daily hospital occupancy,04-06-2023,10373.0
11795,France,Daily hospital occupancy,11-06-2023,9840.0
11796,France,Daily hospital occupancy,18-06-2023,9409.0
11797,France,Daily hospital occupancy,25-06-2023,9073.0
11798,France,Daily ICU occupancy,08-03-2020,31.0
11799,France,Daily ICU occupancy,15-03-2020,329.0
11800,France,Daily ICU occupancy,22-03-2020,1605.0
11801,France,Daily ICU occupancy,29-03-2020,4405.0
11802,France,Daily ICU occupancy,05-04-2020,6964.0
11803,France,Daily ICU occupancy,12-04-2020,7089.0
11804,France,Daily ICU occupancy,19-04-2020,6099.0
11805,France,Daily ICU occupancy,26-04-2020,4831.0
11806,France,Daily ICU occupancy,03-05-2020,3732.0
11807,France,Daily ICU occupancy,10-05-2020,2855.0
11808,France,Daily ICU occupancy,17-05-2020,2130.0
11809,France,Daily ICU occupancy,24-05-2020,1592.0
11810,France,Daily ICU occupancy,31-05-2020,1232.0
11811,France,Daily ICU occupancy,07-06-2020,923.0
11812,France,Daily ICU occupancy,14-06-2020,708.0
11813,France,Daily ICU occupancy,21-06-2020,577.0
11814,France,Daily ICU occupancy,28-06-2020,481.0
11815,France,Daily ICU occupancy,05-07-2020,410.0
11816,France,Daily ICU occupancy,12-07-2020,363.0
11817,France,Daily ICU occupancy,19-07-2020,335.0
11818,France,Daily ICU occupancy,26-07-2020,304.0
11819,France,Daily ICU occupancy,02-08-2020,295.0
11820,France,Daily ICU occupancy,09-08-2020,305.0
11821,France,Daily ICU occupancy,16-08-2020,313.0
11822,France,Daily ICU occupancy,23-08-2020,345.0
11823,France,Daily ICU occupancy,30-08-2020,408.0
11824,France,Daily ICU occupancy,06-09-2020,518.0
11825,France,Daily ICU occupancy,13-09-2020,710.0
11826,France,Daily ICU occupancy,20-09-2020,951.0
11827,France,Daily ICU occupancy,27-09-2020,1246.0
11828,France,Daily ICU occupancy,04-10-2020,1483.0
11829,France,Daily ICU occupancy,11-10-2020,1674.0
11830,France,Daily ICU occupancy,18-10-2020,2093.0
11831,France,Daily ICU occupancy,25-10-2020,2801.0
11832,France,Daily ICU occupancy,01-11-2020,3734.0
11833,France,Daily ICU occupancy,08-11-2020,4763.0
11834,France,Daily ICU occupancy,15-11-2020,5282.0
11835,France,Daily ICU occupancy,22-11-2020,4984.0
11836,France,Daily ICU occupancy,29-11-2020,4224.0
11837,France,Daily ICU occupancy,06-12-2020,3566.0
11838,France,Daily ICU occupancy,13-12-2020,3159.0
11839,France,Daily ICU occupancy,20-12-2020,2971.0
11840,France,Daily ICU occupancy,27-12-2020,2818.0
11841,France,Daily ICU occupancy,03-01-2021,2771.0
11842,France,Daily ICU occupancy,10-01-2021,2784.0
11843,France,Daily ICU occupancy,17-01-2021,2910.0
11844,France,Daily ICU occupancy,24-01-2021,3181.0
11845,France,Daily ICU occupancy,31-01-2021,3428.0
11846,France,Daily ICU occupancy,07-02-2021,3566.0
11847,France,Daily ICU occupancy,14-02-2021,3657.0
11848,France,Daily ICU occupancy,21-02-2021,3706.0
11849,France,Daily ICU occupancy,28-02-2021,3815.0
11850,France,Daily ICU occupancy,07-03-2021,4067.0
11851,France,Daily ICU occupancy,14-03-2021,4378.0
11852,France,Daily ICU occupancy,21-03-2021,4714.0
11853,France,Daily ICU occupancy,28-03-2021,5199.0
11854,France,Daily ICU occupancy,04-04-2021,5694.0
11855,France,Daily ICU occupancy,11-04-2021,6210.0
11856,France,Daily ICU occupancy,18-04-2021,6364.0
11857,France,Daily ICU occupancy,25-04-2021,6386.0
11858,France,Daily ICU occupancy,02-05-2021,6062.0
11859,France,Daily ICU occupancy,09-05-2021,5357.0
11860,France,Daily ICU occupancy,16-05-2021,4482.0
11861,France,Daily ICU occupancy,23-05-2021,3720.0
11862,France,Daily ICU occupancy,30-05-2021,3108.0
11863,France,Daily ICU occupancy,06-06-2021,2571.0
11864,France,Daily ICU occupancy,13-06-2021,2097.0
11865,France,Daily ICU occupancy,20-06-2021,1671.0
11866,France,Daily ICU occupancy,27-06-2021,1314.0
11867,France,Daily ICU occupancy,04-07-2021,1053.0
11868,France,Daily ICU occupancy,11-07-2021,892.0
11869,France,Daily ICU occupancy,18-07-2021,828.0
11870,France,Daily ICU occupancy,25-07-2021,882.0
11871,France,Daily ICU occupancy,01-08-2021,1175.0
11872,France,Daily ICU occupancy,08-08-2021,1648.0
11873,France,Daily ICU occupancy,15-08-2021,2044.0
11874,France,Daily ICU occupancy,22-08-2021,2300.0
11875,France,Daily ICU occupancy,29-08-2021,2455.0
11876,France,Daily ICU occupancy,05-09-2021,2415.0
11877,France,Daily ICU occupancy,12-09-2021,2245.0
11878,France,Daily ICU occupancy,19-09-2021,1949.0
11879,France,Daily ICU occupancy,26-09-2021,1647.0
11880,France,Daily ICU occupancy,03-10-2021,1385.0
11881,France,Daily ICU occupancy,10-10-2021,1201.0
11882,France,Daily ICU occupancy,17-10-2021,1086.0
11883,France,Daily ICU occupancy,24-10-2021,1047.0
11884,France,Daily ICU occupancy,31-10-2021,1109.0
11885,France,Daily ICU occupancy,07-11-2021,1173.0
11886,France,Daily ICU occupancy,14-11-2021,1284.0
11887,France,Daily ICU occupancy,21-11-2021,1456.0
11888,France,Daily ICU occupancy,28-11-2021,1733.0
11889,France,Daily ICU occupancy,05-12-2021,2230.0
11890,France,Daily ICU occupancy,12-12-2021,2821.0
11891,France,Daily ICU occupancy,19-12-2021,3261.0
11892,France,Daily ICU occupancy,26-12-2021,3589.0
11893,France,Daily ICU occupancy,02-01-2022,3915.0
11894,France,Daily ICU occupancy,09-01-2022,4258.0
11895,France,Daily ICU occupancy,16-01-2022,4347.0
11896,France,Daily ICU occupancy,23-01-2022,4201.0
11897,France,Daily ICU occupancy,30-01-2022,4059.0
11898,France,Daily ICU occupancy,06-02-2022,3995.0
11899,France,Daily ICU occupancy,13-02-2022,3695.0
11900,France,Daily ICU occupancy,20-02-2022,3243.0
11901,France,Daily ICU occupancy,27-02-2022,2720.0
11902,France,Daily ICU occupancy,06-03-2022,2257.0
11903,France,Daily ICU occupancy,13-03-2022,1940.0
11904,France,Daily ICU occupancy,20-03-2022,1722.0
11905,France,Daily ICU occupancy,27-03-2022,1616.0
11906,France,Daily ICU occupancy,03-04-2022,1696.0
11907,France,Daily ICU occupancy,10-04-2022,1720.0
11908,France,Daily ICU occupancy,17-04-2022,1754.0
11909,France,Daily ICU occupancy,24-04-2022,1776.0
11910,France,Daily ICU occupancy,01-05-2022,1630.0
11911,France,Daily ICU occupancy,08-05-2022,1417.0
11912,France,Daily ICU occupancy,15-05-2022,1237.0
11913,France,Daily ICU occupancy,22-05-2022,1067.0
11914,France,Daily ICU occupancy,29-05-2022,938.0
11915,France,Daily ICU occupancy,05-06-2022,850.0
11916,France,Daily ICU occupancy,12-06-2022,825.0
11917,France,Daily ICU occupancy,19-06-2022,819.0
11918,France,Daily ICU occupancy,26-06-2022,892.0
11919,France,Daily ICU occupancy,03-07-2022,989.0
11920,France,Daily ICU occupancy,10-07-2022,1179.0
11921,France,Daily ICU occupancy,17-07-2022,1331.0
11922,France,Daily ICU occupancy,24-07-2022,1383.0
11923,France,Daily ICU occupancy,31-07-2022,1259.0
11924,France,Daily ICU occupancy,07-08-2022,1140.0
11925,France,Daily ICU occupancy,14-08-2022,1012.0
11926,France,Daily ICU occupancy,21-08-2022,926.0
11927,France,Daily ICU occupancy,28-08-2022,817.0
11928,France,Daily ICU occupancy,04-09-2022,784.0
11929,France,Daily ICU occupancy,11-09-2022,723.0
11930,France,Daily ICU occupancy,18-09-2022,717.0
11931,France,Daily ICU occupancy,25-09-2022,742.0
11932,France,Daily ICU occupancy,02-10-2022,840.0
11933,France,Daily ICU occupancy,09-10-2022,962.0
11934,France,Daily ICU occupancy,16-10-2022,1065.0
11935,France,Daily ICU occupancy,23-10-2022,1133.0
11936,France,Daily ICU occupancy,30-10-2022,1083.0
11937,France,Daily ICU occupancy,06-11-2022,1032.0
11938,France,Daily ICU occupancy,13-11-2022,964.0
11939,France,Daily ICU occupancy,20-11-2022,1007.0
11940,France,Daily ICU occupancy,27-11-2022,1073.0
11941,France,Daily ICU occupancy,04-12-2022,1182.0
11942,France,Daily ICU occupancy,11-12-2022,1302.0
11943,France,Daily ICU occupancy,18-12-2022,1491.0
11944,France,Daily ICU occupancy,25-12-2022,1548.0
11945,France,Daily ICU occupancy,01-01-2023,1480.0
11946,France,Daily ICU occupancy,08-01-2023,1312.0
11947,France,Daily ICU occupancy,15-01-2023,1139.0
11948,France,Daily ICU occupancy,22-01-2023,972.0
11949,France,Daily ICU occupancy,29-01-2023,836.0
11950,France,Daily ICU occupancy,05-02-2023,738.0
11951,France,Daily ICU occupancy,12-02-2023,682.0
11952,France,Daily ICU occupancy,19-02-2023,661.0
11953,France,Daily ICU occupancy,26-02-2023,644.0
11954,France,Daily ICU occupancy,05-03-2023,641.0
11955,France,Daily ICU occupancy,12-03-2023,661.0
11956,France,Daily ICU occupancy,19-03-2023,707.0
11957,France,Daily ICU occupancy,26-03-2023,712.0
11958,France,Daily ICU occupancy,02-04-2023,719.0
11959,France,Daily ICU occupancy,09-04-2023,730.0
11960,France,Daily ICU occupancy,16-04-2023,749.0
11961,France,Daily ICU occupancy,23-04-2023,773.0
11962,France,Daily ICU occupancy,30-04-2023,782.0
11963,France,Daily ICU occupancy,07-05-2023,743.0
11964,France,Daily ICU occupancy,14-05-2023,688.0
11965,France,Daily ICU occupancy,21-05-2023,659.0
11966,France,Daily ICU occupancy,28-05-2023,630.0
11967,France,Daily ICU occupancy,04-06-2023,629.0
11968,France,Daily ICU occupancy,11-06-2023,586.0
11969,France,Daily ICU occupancy,18-06-2023,560.0
11970,France,Daily ICU occupancy,25-06-2023,538.0
11971,France,Weekly new hospital admissions per 100k,08-03-2020,0.055987803
11972,France,Weekly new hospital admissions per 100k,15-03-2020,1.70910137
11973,France,Weekly new hospital admissions per 100k,22-03-2020,11.33605685
11974,France,Weekly new hospital admissions per 100k,29-03-2020,25.05012198
11975,France,Weekly new hospital admissions per 100k,05-04-2020,29.45253137
11976,France,Weekly new hospital admissions per 100k,12-04-2020,24.1469503
11977,France,Weekly new hospital admissions per 100k,19-04-2020,15.08134623
11978,France,Weekly new hospital admissions per 100k,26-04-2020,11.22408124
11979,France,Weekly new hospital admissions per 100k,03-05-2020,7.215059835
11980,France,Weekly new hospital admissions per 100k,10-05-2020,5.357148777
11981,France,Weekly new hospital admissions per 100k,17-05-2020,3.93977333
11982,France,Weekly new hospital admissions per 100k,24-05-2020,2.601959499
11983,France,Weekly new hospital admissions per 100k,31-05-2020,2.081862272
11984,France,Weekly new hospital admissions per 100k,07-06-2020,1.433582442
11985,France,Weekly new hospital admissions per 100k,14-06-2020,1.035774365
11986,France,Weekly new hospital admissions per 100k,21-06-2020,0.907591762
11987,France,Weekly new hospital admissions per 100k,28-06-2020,0.811823151
11988,France,Weekly new hospital admissions per 100k,05-07-2020,0.788249339
11989,France,Weekly new hospital admissions per 100k,12-07-2020,0.741101715
11990,France,Weekly new hospital admissions per 100k,19-07-2020,0.749941894
11991,France,Weekly new hospital admissions per 100k,26-07-2020,0.830976873
11992,France,Weekly new hospital admissions per 100k,02-08-2020,0.925272121
11993,France,Weekly new hospital admissions per 100k,09-08-2020,0.979786561
11994,France,Weekly new hospital admissions per 100k,16-08-2020,1.211104591
11995,France,Weekly new hospital admissions per 100k,23-08-2020,1.393801634
11996,France,Weekly new hospital admissions per 100k,30-08-2020,1.573551951
11997,France,Weekly new hospital admissions per 100k,06-09-2020,2.274872858
11998,France,Weekly new hospital admissions per 100k,13-09-2020,3.195724889
11999,France,Weekly new hospital admissions per 100k,20-09-2020,4.679401682
12000,France,Weekly new hospital admissions per 100k,27-09-2020,5.660661606
12001,France,Weekly new hospital admissions per 100k,04-10-2020,5.835991833
12002,France,Weekly new hospital admissions per 100k,11-10-2020,6.826091937
12003,France,Weekly new hospital admissions per 100k,18-10-2020,10.41667818
12004,France,Weekly new hospital admissions per 100k,25-10-2020,16.96430446
12005,France,Weekly new hospital admissions per 100k,01-11-2020,23.80070994
12006,France,Weekly new hospital admissions per 100k,08-11-2020,27.26016685
12007,France,Weekly new hospital admissions per 100k,15-11-2020,23.59591245
12008,France,Weekly new hospital admissions per 100k,22-11-2020,18.6144713
12009,France,Weekly new hospital admissions per 100k,29-11-2020,12.70923139
12010,France,Weekly new hospital admissions per 100k,06-12-2020,11.91656197
12011,France,Weekly new hospital admissions per 100k,13-12-2020,12.01233058
12012,France,Weekly new hospital admissions per 100k,20-12-2020,12.25690888
12013,France,Weekly new hospital admissions per 100k,27-12-2020,10.68777702
12014,France,Weekly new hospital admissions per 100k,03-01-2021,10.54633414
12015,France,Weekly new hospital admissions per 100k,10-01-2021,12.47938673
12016,France,Weekly new hospital admissions per 100k,17-01-2021,13.59619607
12017,France,Weekly new hospital admissions per 100k,24-01-2021,15.66037798
12018,France,Weekly new hospital admissions per 100k,31-01-2021,15.50420148
12019,France,Weekly new hospital admissions per 100k,07-02-2021,15.61028363
12020,France,Weekly new hospital admissions per 100k,14-02-2021,13.72290531
12021,France,Weekly new hospital admissions per 100k,21-02-2021,13.06431194
12022,France,Weekly new hospital admissions per 100k,28-02-2021,13.53431481
12023,France,Weekly new hospital admissions per 100k,07-03-2021,13.27794961
12024,France,Weekly new hospital admissions per 100k,14-03-2021,13.74647912
12025,France,Weekly new hospital admissions per 100k,21-03-2021,15.40990623
12026,France,Weekly new hospital admissions per 100k,28-03-2021,17.89989012
12027,France,Weekly new hospital admissions per 100k,04-04-2021,19.25391095
12028,France,Weekly new hospital admissions per 100k,11-04-2021,19.39682719
12029,France,Weekly new hospital admissions per 100k,18-04-2021,18.52017605
12030,France,Weekly new hospital admissions per 100k,25-04-2021,17.40041998
12031,France,Weekly new hospital admissions per 100k,02-05-2021,15.07397941
12032,France,Weekly new hospital admissions per 100k,09-05-2021,11.32426994
12033,France,Weekly new hospital admissions per 100k,16-05-2021,7.689482802
12034,France,Weekly new hospital admissions per 100k,23-05-2021,6.459224488
12035,France,Weekly new hospital admissions per 100k,30-05-2021,4.518805088
12036,France,Weekly new hospital admissions per 100k,06-06-2021,3.876418711
12037,France,Weekly new hospital admissions per 100k,13-06-2021,2.792023359
12038,France,Weekly new hospital admissions per 100k,20-06-2021,1.868224601
12039,France,Weekly new hospital admissions per 100k,27-06-2021,1.315713382
12040,France,Weekly new hospital admissions per 100k,04-07-2021,1.102075711
12041,France,Weekly new hospital admissions per 100k,11-07-2021,1.044614544
12042,France,Weekly new hospital admissions per 100k,18-07-2021,1.549978139
12043,France,Weekly new hospital admissions per 100k,25-07-2021,2.453149811
12044,France,Weekly new hospital admissions per 100k,01-08-2021,4.798744105
12045,France,Weekly new hospital admissions per 100k,08-08-2021,6.353142334
12046,France,Weekly new hospital admissions per 100k,15-08-2021,6.94543436
12047,France,Weekly new hospital admissions per 100k,22-08-2021,8.315662183
12048,France,Weekly new hospital admissions per 100k,29-08-2021,7.179699117
12049,France,Weekly new hospital admissions per 100k,05-09-2021,5.799157752
12050,France,Weekly new hospital admissions per 100k,12-09-2021,4.894512716
12051,France,Weekly new hospital admissions per 100k,19-09-2021,3.503657808
12052,France,Weekly new hospital admissions per 100k,26-09-2021,2.812650444
12053,France,Weekly new hospital admissions per 100k,03-10-2021,2.127536533
12054,France,Weekly new hospital admissions per 100k,10-10-2021,1.891798413
12055,France,Weekly new hospital admissions per 100k,17-10-2021,1.773929353
12056,France,Weekly new hospital admissions per 100k,24-10-2021,2.142270165
12057,France,Weekly new hospital admissions per 100k,31-10-2021,2.40747555
12058,France,Weekly new hospital admissions per 100k,07-11-2021,2.653527213
12059,France,Weekly new hospital admissions per 100k,14-11-2021,3.166257624
12060,France,Weekly new hospital admissions per 100k,21-11-2021,4.552692442
12061,France,Weekly new hospital admissions per 100k,28-11-2021,6.233799911
12062,France,Weekly new hospital admissions per 100k,05-12-2021,8.860806585
12063,France,Weekly new hospital admissions per 100k,12-12-2021,11.25649523
12064,France,Weekly new hospital admissions per 100k,19-12-2021,11.86499425
12065,France,Weekly new hospital admissions per 100k,26-12-2021,11.89151479
12066,France,Weekly new hospital admissions per 100k,02-01-2022,15.39369924
12067,France,Weekly new hospital admissions per 100k,09-01-2022,20.0097463
12068,France,Weekly new hospital admissions per 100k,16-01-2022,22.18443045
12069,France,Weekly new hospital admissions per 100k,23-01-2022,26.07263607
12070,France,Weekly new hospital admissions per 100k,30-01-2022,27.13640434
12071,France,Weekly new hospital admissions per 100k,06-02-2022,26.61483375
12072,France,Weekly new hospital admissions per 100k,13-02-2022,21.18254344
12073,France,Weekly new hospital admissions per 100k,20-02-2022,16.27919055
12074,France,Weekly new hospital admissions per 100k,27-02-2022,11.89004143
12075,France,Weekly new hospital admissions per 100k,06-03-2022,9.192313317
12076,France,Weekly new hospital admissions per 100k,13-03-2022,9.47961915
12077,France,Weekly new hospital admissions per 100k,20-03-2022,10.36216374
12078,France,Weekly new hospital admissions per 100k,27-03-2022,11.29922276
12079,France,Weekly new hospital admissions per 100k,03-04-2022,14.38002532
12080,France,Weekly new hospital admissions per 100k,10-04-2022,15.63533081
12081,France,Weekly new hospital admissions per 100k,17-04-2022,16.47514786
12082,France,Weekly new hospital admissions per 100k,24-04-2022,13.98516397
12083,France,Weekly new hospital admissions per 100k,01-05-2022,12.38067139
12084,France,Weekly new hospital admissions per 100k,08-05-2022,9.295448744
12085,France,Weekly new hospital admissions per 100k,15-05-2022,7.440484412
12086,France,Weekly new hospital admissions per 100k,22-05-2022,5.576679901
12087,France,Weekly new hospital admissions per 100k,29-05-2022,3.854318262
12088,France,Weekly new hospital admissions per 100k,05-06-2022,3.985447591
12089,France,Weekly new hospital admissions per 100k,12-06-2022,4.284540331
12090,France,Weekly new hospital admissions per 100k,19-06-2022,5.012381776
12091,France,Weekly new hospital admissions per 100k,26-06-2022,7.228320104
12092,France,Weekly new hospital admissions per 100k,03-07-2022,9.467832244
12093,France,Weekly new hospital admissions per 100k,10-07-2022,12.77405938
12094,France,Weekly new hospital admissions per 100k,17-07-2022,13.42086584
12095,France,Weekly new hospital admissions per 100k,24-07-2022,14.04851859
12096,France,Weekly new hospital admissions per 100k,31-07-2022,10.96182258
12097,France,Weekly new hospital admissions per 100k,07-08-2022,8.085817516
12098,France,Weekly new hospital admissions per 100k,14-08-2022,6.608034176
12099,France,Weekly new hospital admissions per 100k,21-08-2022,5.286427341
12100,France,Weekly new hospital admissions per 100k,28-08-2022,4.567426075
12101,France,Weekly new hospital admissions per 100k,04-09-2022,3.757076287
12102,France,Weekly new hospital admissions per 100k,11-09-2022,3.636260501
12103,France,Weekly new hospital admissions per 100k,18-09-2022,3.734975839
12104,France,Weekly new hospital admissions per 100k,25-09-2022,4.349368314
12105,France,Weekly new hospital admissions per 100k,02-10-2022,7.107504318
12106,France,Weekly new hospital admissions per 100k,09-10-2022,9.707990454
12107,France,Weekly new hospital admissions per 100k,16-10-2022,11.06790473
12108,France,Weekly new hospital admissions per 100k,23-10-2022,11.16367335
12109,France,Weekly new hospital admissions per 100k,30-10-2022,8.947735017
12110,France,Weekly new hospital admissions per 100k,06-11-2022,6.295681167
12111,France,Weekly new hospital admissions per 100k,13-11-2022,5.853672192
12112,France,Weekly new hospital admissions per 100k,20-11-2022,7.769044417
12113,France,Weekly new hospital admissions per 100k,27-11-2022,8.138858593
12114,France,Weekly new hospital admissions per 100k,04-12-2022,10.62000231
12115,France,Weekly new hospital admissions per 100k,11-12-2022,13.29710333
12116,France,Weekly new hospital admissions per 100k,18-12-2022,14.9620038
12117,France,Weekly new hospital admissions per 100k,25-12-2022,14.32256415
12118,France,Weekly new hospital admissions per 100k,01-01-2023,10.51686688
12119,France,Weekly new hospital admissions per 100k,08-01-2023,7.969421819
12120,France,Weekly new hospital admissions per 100k,15-01-2023,5.195078819
12121,France,Weekly new hospital admissions per 100k,22-01-2023,3.381368659
12122,France,Weekly new hospital admissions per 100k,29-01-2023,2.699201474
12123,France,Weekly new hospital admissions per 100k,05-02-2023,2.703621564
12124,France,Weekly new hospital admissions per 100k,12-02-2023,2.545971696
12125,France,Weekly new hospital admissions per 100k,19-02-2023,2.537131516
12126,France,Weekly new hospital admissions per 100k,26-02-2023,2.746349098
12127,France,Weekly new hospital admissions per 100k,05-03-2023,2.585752504
12128,France,Weekly new hospital admissions per 100k,12-03-2023,3.226665517
12129,France,Weekly new hospital admissions per 100k,19-03-2023,3.323907492
12130,France,Weekly new hospital admissions per 100k,26-03-2023,4.150464275
12131,France,Weekly new hospital admissions per 100k,02-04-2023,4.010494766
12132,France,Weekly new hospital admissions per 100k,09-04-2023,3.899992523
12133,France,Weekly new hospital admissions per 100k,16-04-2023,4.038488668
12134,France,Weekly new hospital admissions per 100k,23-04-2023,4.645514327
12135,France,Weekly new hospital admissions per 100k,30-04-2023,4.087109655
12136,France,Weekly new hospital admissions per 100k,07-05-2023,3.244345876
12137,France,Weekly new hospital admissions per 100k,14-05-2023,2.164370614
12138,France,Weekly new hospital admissions per 100k,21-05-2023,1.760669084
12139,France,Weekly new hospital admissions per 100k,28-05-2023,1.846124152
12140,France,Weekly new hospital admissions per 100k,04-06-2023,1.457156254
12141,France,Weekly new hospital admissions per 100k,11-06-2023,1.243518583
12142,France,Weekly new hospital admissions per 100k,18-06-2023,0.804456334
12143,France,Weekly new hospital admissions per 100k,25-06-2023,0.699847544
12144,France,Weekly new ICU admissions per 100k,08-03-2020,0.002946726
12145,France,Weekly new ICU admissions per 100k,15-03-2020,0.425801979
12146,France,Weekly new ICU admissions per 100k,22-03-2020,2.547445059
12147,France,Weekly new ICU admissions per 100k,29-03-2020,5.519218734
12148,France,Weekly new ICU admissions per 100k,05-04-2020,5.875772641
12149,France,Weekly new ICU admissions per 100k,12-04-2020,3.734975839
12150,France,Weekly new ICU admissions per 100k,19-04-2020,2.266032678
