,country,indicator,date,value
5071,Bulgaria,Daily ICU occupancy,28-03-2021,729.0
5072,Bulgaria,Daily ICU occupancy,04-04-2021,748.0
5073,Bulgaria,Daily ICU occupancy,11-04-2021,755.0
5074,Bulgaria,Daily ICU occupancy,18-04-2021,799.0
5075,Bulgaria,Daily ICU occupancy,25-04-2021,765.0
5076,Bulgaria,Daily ICU occupancy,02-05-2021,714.0
5077,Bulgaria,Daily ICU occupancy,09-05-2021,637.0
5078,Bulgaria,Daily ICU occupancy,16-05-2021,535.0
5079,Bulgaria,Daily ICU occupancy,23-05-2021,485.0
5080,Bulgaria,Daily ICU occupancy,30-05-2021,383.0
5081,Bulgaria,Daily ICU occupancy,06-06-2021,322.0
5082,Bulgaria,Daily ICU occupancy,13-06-2021,267.0
5083,Bulgaria,Daily ICU occupancy,20-06-2021,241.0
5084,Bulgaria,Daily ICU occupancy,27-06-2021,196.0
5085,Bulgaria,Daily ICU occupancy,04-07-2021,179.0
5086,Bulgaria,Daily ICU occupancy,11-07-2021,111.0
5087,Bulgaria,Daily ICU occupancy,18-07-2021,94.0
5088,Bulgaria,Daily ICU occupancy,25-07-2021,82.0
5089,Bulgaria,Daily ICU occupancy,01-08-2021,77.0
5090,Bulgaria,Daily ICU occupancy,08-08-2021,86.0
5091,Bulgaria,Daily ICU occupancy,15-08-2021,101.0
5092,Bulgaria,Daily ICU occupancy,22-08-2021,160.0
5093,Bulgaria,Daily ICU occupancy,29-08-2021,248.0
5094,Bulgaria,Daily ICU occupancy,05-09-2021,324.0
5095,Bulgaria,Daily ICU occupancy,12-09-2021,329.0
5096,Bulgaria,Daily ICU occupancy,19-09-2021,386.0
5097,Bulgaria,Daily ICU occupancy,26-09-2021,405.0
5098,Bulgaria,Daily ICU occupancy,03-10-2021,449.0
5099,Bulgaria,Daily ICU occupancy,10-10-2021,460.0
5100,Bulgaria,Daily ICU occupancy,17-10-2021,485.0
5101,Bulgaria,Daily ICU occupancy,24-10-2021,558.0
5102,Bulgaria,Daily ICU occupancy,31-10-2021,608.0
5103,Bulgaria,Daily ICU occupancy,07-11-2021,696.0
5104,Bulgaria,Daily ICU occupancy,14-11-2021,747.0
5105,Bulgaria,Daily ICU occupancy,21-11-2021,767.0
5106,Bulgaria,Daily ICU occupancy,28-11-2021,777.0
5107,Bulgaria,Daily ICU occupancy,05-12-2021,717.0
5108,Bulgaria,Daily ICU occupancy,12-12-2021,627.0
5109,Bulgaria,Daily ICU occupancy,19-12-2021,587.0
5110,Bulgaria,Daily ICU occupancy,26-12-2021,493.0
5111,Bulgaria,Daily ICU occupancy,02-01-2022,481.0
5112,Bulgaria,Daily ICU occupancy,09-01-2022,468.0
5113,Bulgaria,Daily ICU occupancy,16-01-2022,580.0
5114,Bulgaria,Daily ICU occupancy,23-01-2022,554.0
5115,Bulgaria,Daily ICU occupancy,30-01-2022,523.0
5116,Bulgaria,Daily ICU occupancy,06-02-2022,533.0
5117,Bulgaria,Daily ICU occupancy,13-02-2022,625.0
5118,Bulgaria,Daily ICU occupancy,20-02-2022,601.0
5119,Bulgaria,Daily ICU occupancy,27-02-2022,544.0
5120,Bulgaria,Daily ICU occupancy,06-03-2022,461.0
5121,Bulgaria,Daily ICU occupancy,13-03-2022,357.0
5122,Bulgaria,Daily ICU occupancy,20-03-2022,288.0
5123,Bulgaria,Daily ICU occupancy,27-03-2022,236.0
5124,Bulgaria,Daily ICU occupancy,03-04-2022,217.0
5125,Bulgaria,Daily ICU occupancy,10-04-2022,174.0
5126,Bulgaria,Daily ICU occupancy,17-04-2022,126.0
5127,Bulgaria,Daily ICU occupancy,24-04-2022,116.0
5128,Bulgaria,Daily ICU occupancy,01-05-2022,102.0
5129,Bulgaria,Daily ICU occupancy,08-05-2022,75.0
5130,Bulgaria,Daily ICU occupancy,15-05-2022,72.0
5131,Bulgaria,Daily ICU occupancy,22-05-2022,50.0
5132,Bulgaria,Daily ICU occupancy,29-05-2022,40.0
5133,Bulgaria,Daily ICU occupancy,05-06-2022,35.0
5134,Bulgaria,Daily ICU occupancy,12-06-2022,28.0
5135,Bulgaria,Daily ICU occupancy,19-06-2022,30.0
5136,Bulgaria,Daily ICU occupancy,26-06-2022,32.0
5137,Bulgaria,Daily ICU occupancy,03-07-2022,26.0
5138,Bulgaria,Daily ICU occupancy,10-07-2022,33.0
5139,Bulgaria,Daily ICU occupancy,17-07-2022,40.0
5140,Bulgaria,Daily ICU occupancy,24-07-2022,42.0
5141,Bulgaria,Daily ICU occupancy,31-07-2022,48.0
5142,Bulgaria,Daily ICU occupancy,07-08-2022,58.0
5143,Bulgaria,Daily ICU occupancy,14-08-2022,48.0
5144,Bulgaria,Daily ICU occupancy,21-08-2022,53.0
5145,Bulgaria,Daily ICU occupancy,28-08-2022,50.0
5146,Bulgaria,Daily ICU occupancy,04-09-2022,50.0
5147,Bulgaria,Daily ICU occupancy,11-09-2022,42.0
5148,Bulgaria,Daily ICU occupancy,18-09-2022,32.0
5149,Bulgaria,Daily ICU occupancy,25-09-2022,29.0
5150,Bulgaria,Daily ICU occupancy,02-10-2022,39.0
5151,Bulgaria,Daily ICU occupancy,09-10-2022,47.0
5152,Bulgaria,Daily ICU occupancy,16-10-2022,47.0
5153,Bulgaria,Daily ICU occupancy,23-10-2022,58.0
5154,Bulgaria,Daily ICU occupancy,30-10-2022,55.0
5155,Bulgaria,Daily ICU occupancy,06-11-2022,57.0
5156,Bulgaria,Daily ICU occupancy,13-11-2022,65.0
5157,Bulgaria,Daily ICU occupancy,20-11-2022,59.0
5158,Bulgaria,Daily ICU occupancy,27-11-2022,48.0
5159,Bulgaria,Daily ICU occupancy,04-12-2022,44.0
5160,Bulgaria,Daily ICU occupancy,11-12-2022,40.0
5161,Bulgaria,Daily ICU occupancy,18-12-2022,32.0
5162,Bulgaria,Daily ICU occupancy,25-12-2022,36.0
5163,Bulgaria,Daily ICU occupancy,08-01-2023,34.0
5164,Bulgaria,Daily ICU occupancy,15-01-2023,41.0
5165,Bulgaria,Daily ICU occupancy,22-01-2023,50.0
5166,Bulgaria,Daily ICU occupancy,29-01-2023,39.0
5167,Bulgaria,Daily ICU occupancy,05-02-2023,30.0
5168,Bulgaria,Daily ICU occupancy,12-02-2023,29.0
5169,Bulgaria,Daily ICU occupancy,19-02-2023,22.0
5170,Bulgaria,Daily ICU occupancy,26-02-2023,20.0
5171,Bulgaria,Daily ICU occupancy,05-03-2023,27.0
5172,Bulgaria,Daily ICU occupancy,12-03-2023,26.0
5173,Bulgaria,Daily ICU occupancy,19-03-2023,29.0
5174,Bulgaria,Daily ICU occupancy,26-03-2023,25.0
5175,Bulgaria,Daily ICU occupancy,02-04-2023,29.0
5176,Bulgaria,Daily ICU occupancy,09-04-2023,38.0
5177,Bulgaria,Daily ICU occupancy,16-04-2023,41.0
5178,Bulgaria,Daily ICU occupancy,23-04-2023,44.0
5179,Bulgaria,Daily ICU occupancy,30-04-2023,39.0
5180,Bulgaria,Daily ICU occupancy,07-05-2023,34.0
5181,Bulgaria,Daily ICU occupancy,14-05-2023,26.0
5182,Bulgaria,Daily ICU occupancy,21-05-2023,30.0
5183,Bulgaria,Daily ICU occupancy,28-05-2023,34.0
5184,Bulgaria,Daily ICU occupancy,04-06-2023,33.0
5185,Bulgaria,Daily ICU occupancy,11-06-2023,31.0
5186,Bulgaria,Daily ICU occupancy,18-06-2023,36.0
5187,Bulgaria,Daily ICU occupancy,25-06-2023,27.0
5188,Bulgaria,Daily ICU occupancy,02-07-2023,22.0
5189,Bulgaria,Daily ICU occupancy,09-07-2023,18.0
5190,Bulgaria,Daily ICU occupancy,16-07-2023,12.0
5191,Bulgaria,Daily ICU occupancy,23-07-2023,10.0
5192,Bulgaria,Daily ICU occupancy,30-07-2023,11.0
5193,Bulgaria,Daily ICU occupancy,06-08-2023,10.0
5194,Bulgaria,Daily ICU occupancy,13-08-2023,9.0
5195,Bulgaria,Daily ICU occupancy,20-08-2023,9.0
5196,Bulgaria,Daily ICU occupancy,27-08-2023,9.0
5197,Bulgaria,Daily ICU occupancy,03-09-2023,13.0
5198,Bulgaria,Daily ICU occupancy,10-09-2023,13.0
5199,Bulgaria,Daily ICU occupancy,17-09-2023,10.0
5200,Bulgaria,Daily ICU occupancy,24-09-2023,12.0
5201,Bulgaria,Daily ICU occupancy,01-10-2023,20.0
5202,Bulgaria,Daily ICU occupancy,08-10-2023,26.0
5203,Bulgaria,Daily ICU occupancy,15-10-2023,22.0
5204,Bulgaria,Daily ICU occupancy,22-10-2023,23.0
5205,Cyprus,Daily hospital occupancy,09-03-2020,0.0
5206,Cyprus,Daily hospital occupancy,10-03-2020,0.0
5207,Cyprus,Daily hospital occupancy,11-03-2020,0.0
5208,Cyprus,Daily hospital occupancy,12-03-2020,0.0
5209,Cyprus,Daily hospital occupancy,13-03-2020,0.0
5210,Cyprus,Daily hospital occupancy,14-03-2020,0.0
5211,Cyprus,Daily hospital occupancy,15-03-2020,0.0
5212,Cyprus,Daily hospital occupancy,16-03-2020,0.0
5213,Cyprus,Daily hospital occupancy,17-03-2020,0.0
5214,Cyprus,Daily hospital occupancy,18-03-2020,0.0
5215,Cyprus,Daily hospital occupancy,19-03-2020,0.0
5216,Cyprus,Daily hospital occupancy,20-03-2020,0.0
5217,Cyprus,Daily hospital occupancy,21-03-2020,0.0
5218,Cyprus,Daily hospital occupancy,22-03-2020,0.0
5219,Cyprus,Daily hospital occupancy,23-03-2020,0.0
5220,Cyprus,Daily hospital occupancy,24-03-2020,24.0
5221,Cyprus,Daily hospital occupancy,25-03-2020,23.0
5222,Cyprus,Daily hospital occupancy,26-03-2020,21.0
5223,Cyprus,Daily hospital occupancy,27-03-2020,29.0
5224,Cyprus,Daily hospital occupancy,28-03-2020,34.0
5225,Cyprus,Daily hospital occupancy,29-03-2020,33.0
5226,Cyprus,Daily hospital occupancy,30-03-2020,34.0
5227,Cyprus,Daily hospital occupancy,31-03-2020,40.0
5228,Cyprus,Daily hospital occupancy,01-04-2020,54.0
5229,Cyprus,Daily hospital occupancy,02-04-2020,51.0
5230,Cyprus,Daily hospital occupancy,03-04-2020,55.0
5231,Cyprus,Daily hospital occupancy,04-04-2020,56.0
5232,Cyprus,Daily hospital occupancy,05-04-2020,55.0
5233,Cyprus,Daily hospital occupancy,06-04-2020,48.0
5234,Cyprus,Daily hospital occupancy,07-04-2020,51.0
5235,Cyprus,Daily hospital occupancy,08-04-2020,45.0
5236,Cyprus,Daily hospital occupancy,09-04-2020,51.0
5237,Cyprus,Daily hospital occupancy,10-04-2020,50.0
5238,Cyprus,Daily hospital occupancy,11-04-2020,45.0
5239,Cyprus,Daily hospital occupancy,12-04-2020,42.0
5240,Cyprus,Daily hospital occupancy,13-04-2020,39.0
5241,Cyprus,Daily hospital occupancy,14-04-2020,40.0
5242,Cyprus,Daily hospital occupancy,15-04-2020,40.0
5243,Cyprus,Daily hospital occupancy,16-04-2020,36.0
5244,Cyprus,Daily hospital occupancy,17-04-2020,40.0
5245,Cyprus,Daily hospital occupancy,18-04-2020,36.0
5246,Cyprus,Daily hospital occupancy,19-04-2020,36.0
5247,Cyprus,Daily hospital occupancy,20-04-2020,33.0
5248,Cyprus,Daily hospital occupancy,21-04-2020,36.0
5249,Cyprus,Daily hospital occupancy,22-04-2020,34.0
5250,Cyprus,Daily hospital occupancy,23-04-2020,31.0
5251,Cyprus,Daily hospital occupancy,24-04-2020,32.0
5252,Cyprus,Daily hospital occupancy,25-04-2020,33.0
5253,Cyprus,Daily hospital occupancy,26-04-2020,30.0
5254,Cyprus,Daily hospital occupancy,27-04-2020,29.0
5255,Cyprus,Daily hospital occupancy,28-04-2020,26.0
5256,Cyprus,Daily hospital occupancy,29-04-2020,27.0
5257,Cyprus,Daily hospital occupancy,30-04-2020,25.0
5258,Cyprus,Daily hospital occupancy,01-05-2020,24.0
5259,Cyprus,Daily hospital occupancy,02-05-2020,24.0
5260,Cyprus,Daily hospital occupancy,03-05-2020,23.0
5261,Cyprus,Daily hospital occupancy,04-05-2020,22.0
5262,Cyprus,Daily hospital occupancy,05-05-2020,24.0
5263,Cyprus,Daily hospital occupancy,06-05-2020,23.0
5264,Cyprus,Daily hospital occupancy,07-05-2020,19.0
5265,Cyprus,Daily hospital occupancy,08-05-2020,19.0
5266,Cyprus,Daily hospital occupancy,09-05-2020,19.0
5267,Cyprus,Daily hospital occupancy,10-05-2020,20.0
5268,Cyprus,Daily hospital occupancy,11-05-2020,22.0
5269,Cyprus,Daily hospital occupancy,12-05-2020,15.0
5270,Cyprus,Daily hospital occupancy,13-05-2020,12.0
5271,Cyprus,Daily hospital occupancy,14-05-2020,10.0
5272,Cyprus,Daily hospital occupancy,15-05-2020,9.0
5273,Cyprus,Daily hospital occupancy,16-05-2020,8.0
5274,Cyprus,Daily hospital occupancy,17-05-2020,8.0
5275,Cyprus,Daily hospital occupancy,18-05-2020,8.0
5276,Cyprus,Daily hospital occupancy,19-05-2020,7.0
5277,Cyprus,Daily hospital occupancy,20-05-2020,9.0
5278,Cyprus,Daily hospital occupancy,21-05-2020,8.0
5279,Cyprus,Daily hospital occupancy,22-05-2020,9.0
5280,Cyprus,Daily hospital occupancy,23-05-2020,9.0
5281,Cyprus,Daily hospital occupancy,24-05-2020,8.0
5282,Cyprus,Daily hospital occupancy,25-05-2020,8.0
5283,Cyprus,Daily hospital occupancy,26-05-2020,9.0
5284,Cyprus,Daily hospital occupancy,27-05-2020,8.0
5285,Cyprus,Daily hospital occupancy,28-05-2020,7.0
5286,Cyprus,Daily hospital occupancy,29-05-2020,6.0
5287,Cyprus,Daily hospital occupancy,30-05-2020,6.0
5288,Cyprus,Daily hospital occupancy,31-05-2020,6.0
5289,Cyprus,Daily hospital occupancy,01-06-2020,6.0
5290,Cyprus,Daily hospital occupancy,02-06-2020,6.0
5291,Cyprus,Daily hospital occupancy,03-06-2020,7.0
5292,Cyprus,Daily hospital occupancy,04-06-2020,7.0
5293,Cyprus,Daily hospital occupancy,05-06-2020,7.0
5294,Cyprus,Daily hospital occupancy,06-06-2020,6.0
5295,Cyprus,Daily hospital occupancy,07-06-2020,5.0
5296,Cyprus,Daily hospital occupancy,08-06-2020,5.0
5297,Cyprus,Daily hospital occupancy,09-06-2020,4.0
5298,Cyprus,Daily hospital occupancy,10-06-2020,4.0
5299,Cyprus,Daily hospital occupancy,11-06-2020,4.0
5300,Cyprus,Daily hospital occupancy,12-06-2020,4.0
5301,Cyprus,Daily hospital occupancy,13-06-2020,4.0
5302,Cyprus,Daily hospital occupancy,14-06-2020,4.0
5303,Cyprus,Daily hospital occupancy,15-06-2020,4.0
5304,Cyprus,Daily hospital occupancy,16-06-2020,5.0
5305,Cyprus,Daily hospital occupancy,17-06-2020,4.0
5306,Cyprus,Daily hospital occupancy,18-06-2020,2.0
5307,Cyprus,Daily hospital occupancy,19-06-2020,2.0
5308,Cyprus,Daily hospital occupancy,20-06-2020,1.0
5309,Cyprus,Daily hospital occupancy,21-06-2020,1.0
5310,Cyprus,Daily hospital occupancy,22-06-2020,0.0
5311,Cyprus,Daily hospital occupancy,23-06-2020,0.0
5312,Cyprus,Daily hospital occupancy,24-06-2020,0.0
5313,Cyprus,Daily hospital occupancy,25-06-2020,0.0
5314,Cyprus,Daily hospital occupancy,26-06-2020,2.0
5315,Cyprus,Daily hospital occupancy,27-06-2020,1.0
5316,Cyprus,Daily hospital occupancy,28-06-2020,1.0
5317,Cyprus,Daily hospital occupancy,29-06-2020,1.0
5318,Cyprus,Daily hospital occupancy,30-06-2020,1.0
5319,Cyprus,Daily hospital occupancy,01-07-2020,1.0
5320,Cyprus,Daily hospital occupancy,02-07-2020,1.0
5321,Cyprus,Daily hospital occupancy,03-07-2020,1.0
5322,Cyprus,Daily hospital occupancy,04-07-2020,1.0
5323,Cyprus,Daily hospital occupancy,05-07-2020,1.0
5324,Cyprus,Daily hospital occupancy,06-07-2020,1.0
5325,Cyprus,Daily hospital occupancy,07-07-2020,0.0
5326,Cyprus,Daily hospital occupancy,08-07-2020,0.0
5327,Cyprus,Daily hospital occupancy,09-07-2020,0.0
5328,Cyprus,Daily hospital occupancy,10-07-2020,0.0
5329,Cyprus,Daily hospital occupancy,11-07-2020,0.0
5330,Cyprus,Daily hospital occupancy,12-07-2020,0.0
5331,Cyprus,Daily hospital occupancy,13-07-2020,0.0
5332,Cyprus,Daily hospital occupancy,14-07-2020,0.0
5333,Cyprus,Daily hospital occupancy,15-07-2020,0.0
5334,Cyprus,Daily hospital occupancy,16-07-2020,0.0
5335,Cyprus,Daily hospital occupancy,17-07-2020,0.0
5336,Cyprus,Daily hospital occupancy,18-07-2020,0.0
5337,Cyprus,Daily hospital occupancy,19-07-2020,0.0
5338,Cyprus,Daily hospital occupancy,20-07-2020,0.0
5339,Cyprus,Daily hospital occupancy,21-07-2020,0.0
5340,Cyprus,Daily hospital occupancy,22-07-2020,0.0
5341,Cyprus,Daily hospital occupancy,23-07-2020,0.0
5342,Cyprus,Daily hospital occupancy,24-07-2020,0.0
5343,Cyprus,Daily hospital occupancy,25-07-2020,0.0
5344,Cyprus,Daily hospital occupancy,26-07-2020,0.0
5345,Cyprus,Daily hospital occupancy,27-07-2020,0.0
5346,Cyprus,Daily hospital occupancy,28-07-2020,0.0
5347,Cyprus,Daily hospital occupancy,29-07-2020,0.0
5348,Cyprus,Daily hospital occupancy,30-07-2020,6.0
5349,Cyprus,Daily hospital occupancy,31-07-2020,7.0
5350,Cyprus,Daily hospital occupancy,01-08-2020,7.0
5351,Cyprus,Daily hospital occupancy,02-08-2020,4.0
5352,Cyprus,Daily hospital occupancy,03-08-2020,4.0
5353,Cyprus,Daily hospital occupancy,04-08-2020,5.0
5354,Cyprus,Daily hospital occupancy,05-08-2020,4.0
5355,Cyprus,Daily hospital occupancy,06-08-2020,4.0
5356,Cyprus,Daily hospital occupancy,07-08-2020,4.0
5357,Cyprus,Daily hospital occupancy,08-08-2020,5.0
5358,Cyprus,Daily hospital occupancy,09-08-2020,5.0
5359,Cyprus,Daily hospital occupancy,10-08-2020,5.0
5360,Cyprus,Daily hospital occupancy,11-08-2020,5.0
5361,Cyprus,Daily hospital occupancy,12-08-2020,3.0
5362,Cyprus,Daily hospital occupancy,13-08-2020,3.0
5363,Cyprus,Daily hospital occupancy,14-08-2020,3.0
5364,Cyprus,Daily hospital occupancy,15-08-2020,3.0
5365,Cyprus,Daily hospital occupancy,16-08-2020,2.0
5366,Cyprus,Daily hospital occupancy,17-08-2020,2.0
5367,Cyprus,Daily hospital occupancy,18-08-2020,2.0
5368,Cyprus,Daily hospital occupancy,19-08-2020,2.0
5369,Cyprus,Daily hospital occupancy,20-08-2020,2.0
5370,Cyprus,Daily hospital occupancy,21-08-2020,3.0
5371,Cyprus,Daily hospital occupancy,22-08-2020,2.0
5372,Cyprus,Daily hospital occupancy,23-08-2020,3.0
5373,Cyprus,Daily hospital occupancy,24-08-2020,4.0
5374,Cyprus,Daily hospital occupancy,25-08-2020,4.0
5375,Cyprus,Daily hospital occupancy,26-08-2020,7.0
5376,Cyprus,Daily hospital occupancy,27-08-2020,5.0
5377,Cyprus,Daily hospital occupancy,28-08-2020,5.0
5378,Cyprus,Daily hospital occupancy,29-08-2020,7.0
5379,Cyprus,Daily hospital occupancy,30-08-2020,7.0
5380,Cyprus,Daily hospital occupancy,31-08-2020,8.0
5381,Cyprus,Daily hospital occupancy,01-09-2020,6.0
5382,Cyprus,Daily hospital occupancy,02-09-2020,6.0
5383,Cyprus,Daily hospital occupancy,03-09-2020,6.0
5384,Cyprus,Daily hospital occupancy,04-09-2020,7.0
5385,Cyprus,Daily hospital occupancy,05-09-2020,4.0
5386,Cyprus,Daily hospital occupancy,06-09-2020,4.0
5387,Cyprus,Daily hospital occupancy,07-09-2020,2.0
5388,Cyprus,Daily hospital occupancy,08-09-2020,4.0
5389,Cyprus,Daily hospital occupancy,09-09-2020,4.0
5390,Cyprus,Daily hospital occupancy,10-09-2020,4.0
5391,Cyprus,Daily hospital occupancy,11-09-2020,4.0
5392,Cyprus,Daily hospital occupancy,12-09-2020,4.0
5393,Cyprus,Daily hospital occupancy,13-09-2020,4.0
5394,Cyprus,Daily hospital occupancy,14-09-2020,5.0
5395,Cyprus,Daily hospital occupancy,15-09-2020,6.0
5396,Cyprus,Daily hospital occupancy,16-09-2020,6.0
5397,Cyprus,Daily hospital occupancy,17-09-2020,7.0
5398,Cyprus,Daily hospital occupancy,18-09-2020,7.0
5399,Cyprus,Daily hospital occupancy,19-09-2020,7.0
5400,Cyprus,Daily hospital occupancy,20-09-2020,6.0
5401,Cyprus,Daily hospital occupancy,21-09-2020,9.0
5402,Cyprus,Daily hospital occupancy,22-09-2020,7.0
5403,Cyprus,Daily hospital occupancy,23-09-2020,12.0
5404,Cyprus,Daily hospital occupancy,24-09-2020,12.0
5405,Cyprus,Daily hospital occupancy,25-09-2020,14.0
5406,Cyprus,Daily hospital occupancy,26-09-2020,14.0
5407,Cyprus,Daily hospital occupancy,27-09-2020,17.0
5408,Cyprus,Daily hospital occupancy,28-09-2020,15.0
5409,Cyprus,Daily hospital occupancy,29-09-2020,16.0
5410,Cyprus,Daily hospital occupancy,30-09-2020,12.0
5411,Cyprus,Daily hospital occupancy,01-10-2020,12.0
5412,Cyprus,Daily hospital occupancy,02-10-2020,11.0
5413,Cyprus,Daily hospital occupancy,03-10-2020,13.0
5414,Cyprus,Daily hospital occupancy,04-10-2020,11.0
5415,Cyprus,Daily hospital occupancy,05-10-2020,11.0
5416,Cyprus,Daily hospital occupancy,06-10-2020,9.0
5417,Cyprus,Daily hospital occupancy,07-10-2020,6.0
5418,Cyprus,Daily hospital occupancy,08-10-2020,8.0
5419,Cyprus,Daily hospital occupancy,09-10-2020,5.0
5420,Cyprus,Daily hospital occupancy,10-10-2020,5.0
5421,Cyprus,Daily hospital occupancy,11-10-2020,5.0
5422,Cyprus,Daily hospital occupancy,12-10-2020,7.0
5423,Cyprus,Daily hospital occupancy,13-10-2020,7.0
5424,Cyprus,Daily hospital occupancy,14-10-2020,8.0
5425,Cyprus,Daily hospital occupancy,15-10-2020,9.0
5426,Cyprus,Daily hospital occupancy,16-10-2020,12.0
5427,Cyprus,Daily hospital occupancy,17-10-2020,21.0
5428,Cyprus,Daily hospital occupancy,18-10-2020,19.0
5429,Cyprus,Daily hospital occupancy,19-10-2020,23.0
5430,Cyprus,Daily hospital occupancy,20-10-2020,24.0
5431,Cyprus,Daily hospital occupancy,21-10-2020,23.0
5432,Cyprus,Daily hospital occupancy,22-10-2020,26.0
5433,Cyprus,Daily hospital occupancy,23-10-2020,26.0
5434,Cyprus,Daily hospital occupancy,24-10-2020,28.0
5435,Cyprus,Daily hospital occupancy,25-10-2020,32.0
5436,Cyprus,Daily hospital occupancy,26-10-2020,31.0
5437,Cyprus,Daily hospital occupancy,27-10-2020,31.0
5438,Cyprus,Daily hospital occupancy,28-10-2020,38.0
5439,Cyprus,Daily hospital occupancy,29-10-2020,38.0
5440,Cyprus,Daily hospital occupancy,30-10-2020,34.0
5441,Cyprus,Daily hospital occupancy,31-10-2020,37.0
5442,Cyprus,Daily hospital occupancy,01-11-2020,39.0
5443,Cyprus,Daily hospital occupancy,02-11-2020,40.0
5444,Cyprus,Daily hospital occupancy,03-11-2020,42.0
5445,Cyprus,Daily hospital occupancy,04-11-2020,57.0
5446,Cyprus,Daily hospital occupancy,05-11-2020,65.0
5447,Cyprus,Daily hospital occupancy,06-11-2020,70.0
5448,Cyprus,Daily hospital occupancy,07-11-2020,69.0
5449,Cyprus,Daily hospital occupancy,08-11-2020,77.0
5450,Cyprus,Daily hospital occupancy,09-11-2020,85.0
5451,Cyprus,Daily hospital occupancy,10-11-2020,76.0
5452,Cyprus,Daily hospital occupancy,11-11-2020,73.0
5453,Cyprus,Daily hospital occupancy,12-11-2020,68.0
5454,Cyprus,Daily hospital occupancy,13-11-2020,59.0
5455,Cyprus,Daily hospital occupancy,14-11-2020,64.0
5456,Cyprus,Daily hospital occupancy,15-11-2020,73.0
5457,Cyprus,Daily hospital occupancy,16-11-2020,75.0
5458,Cyprus,Daily hospital occupancy,17-11-2020,74.0
5459,Cyprus,Daily hospital occupancy,18-11-2020,77.0
5460,Cyprus,Daily hospital occupancy,19-11-2020,81.0
5461,Cyprus,Daily hospital occupancy,20-11-2020,89.0
5462,Cyprus,Daily hospital occupancy,21-11-2020,91.0
5463,Cyprus,Daily hospital occupancy,22-11-2020,97.0
5464,Cyprus,Daily hospital occupancy,23-11-2020,110.0
5465,Cyprus,Daily hospital occupancy,24-11-2020,101.0
5466,Cyprus,Daily hospital occupancy,25-11-2020,107.0
5467,Cyprus,Daily hospital occupancy,26-11-2020,109.0
5468,Cyprus,Daily hospital occupancy,27-11-2020,108.0
5469,Cyprus,Daily hospital occupancy,28-11-2020,114.0
5470,Cyprus,Daily hospital occupancy,29-11-2020,119.0
5471,Cyprus,Daily hospital occupancy,30-11-2020,127.0
5472,Cyprus,Daily hospital occupancy,01-12-2020,131.0
5473,Cyprus,Daily hospital occupancy,02-12-2020,124.0
5474,Cyprus,Daily hospital occupancy,03-12-2020,124.0
5475,Cyprus,Daily hospital occupancy,04-12-2020,111.0
5476,Cyprus,Daily hospital occupancy,05-12-2020,119.0
5477,Cyprus,Daily hospital occupancy,06-12-2020,121.0
5478,Cyprus,Daily hospital occupancy,07-12-2020,126.0
5479,Cyprus,Daily hospital occupancy,08-12-2020,115.0
5480,Cyprus,Daily hospital occupancy,09-12-2020,116.0
5481,Cyprus,Daily hospital occupancy,10-12-2020,106.0
5482,Cyprus,Daily hospital occupancy,11-12-2020,110.0
5483,Cyprus,Daily hospital occupancy,12-12-2020,113.0
5484,Cyprus,Daily hospital occupancy,13-12-2020,120.0
5485,Cyprus,Daily hospital occupancy,14-12-2020,123.0
5486,Cyprus,Daily hospital occupancy,15-12-2020,122.0
5487,Cyprus,Daily hospital occupancy,16-12-2020,125.0
5488,Cyprus,Daily hospital occupancy,17-12-2020,115.0
5489,Cyprus,Daily hospital occupancy,18-12-2020,115.0
5490,Cyprus,Daily hospital occupancy,19-12-2020,115.0
5491,Cyprus,Daily hospital occupancy,20-12-2020,125.0
5492,Cyprus,Daily hospital occupancy,21-12-2020,127.0
5493,Cyprus,Daily hospital occupancy,22-12-2020,130.0
5494,Cyprus,Daily hospital occupancy,23-12-2020,146.0
5495,Cyprus,Daily hospital occupancy,24-12-2020,142.0
5496,Cyprus,Daily hospital occupancy,25-12-2020,148.0
5497,Cyprus,Daily hospital occupancy,26-12-2020,149.0
5498,Cyprus,Daily hospital occupancy,27-12-2020,154.0
5499,Cyprus,Daily hospital occupancy,28-12-2020,153.0
5500,Cyprus,Daily hospital occupancy,29-12-2020,154.0
5501,Cyprus,Daily hospital occupancy,30-12-2020,159.0
5502,Cyprus,Daily hospital occupancy,31-12-2020,160.0
5503,Cyprus,Daily hospital occupancy,01-01-2021,168.0
5504,Cyprus,Daily hospital occupancy,02-01-2021,180.0
5505,Cyprus,Daily hospital occupancy,03-01-2021,182.0
5506,Cyprus,Daily hospital occupancy,04-01-2021,180.0
5507,Cyprus,Daily hospital occupancy,05-01-2021,179.0
5508,Cyprus,Daily hospital occupancy,06-01-2021,187.0
5509,Cyprus,Daily hospital occupancy,07-01-2021,196.0
5510,Cyprus,Daily hospital occupancy,08-01-2021,198.0
5511,Cyprus,Daily hospital occupancy,09-01-2021,209.0
5512,Cyprus,Daily hospital occupancy,10-01-2021,208.0
5513,Cyprus,Daily hospital occupancy,11-01-2021,205.0
5514,Cyprus,Daily hospital occupancy,12-01-2021,197.0
5515,Cyprus,Daily hospital occupancy,13-01-2021,198.0
5516,Cyprus,Daily hospital occupancy,14-01-2021,202.0
